period,respondent,respondent-name,type,type-name,timezone,timezone-description,value,value-units
2023-04-05,CAR,Carolinas,D,Demand,Mountain,Mountain,577509,megawatthours
2023-04-05,CPLE,Duke Energy Progress East,D,Demand,Central,Central,153183,megawatthours
2023-04-05,CENT,Central,D,Demand,Arizona,Arizona,692775,megawatthours
2023-04-05,CENT,Central,D,Demand,Mountain,Mountain,693017,megawatthours
2023-04-05,CPLE,Duke Energy Progress East,D,Demand,Arizona,Arizona,154032,megawatthours
2023-04-05,CPLE,Duke Energy Progress East,D,Demand,Mountain,Mountain,153668,megawatthours
2023-04-05,CPLE,Duke Energy Progress East,D,Demand,Pacific,Pacific,154032,megawatthours
2023-04-05,CPLW,Duke Energy Progress West,D,Demand,Arizona,Arizona,12062,megawatthours
2023-04-05,CPLW,Duke Energy Progress West,D,Demand,Eastern,Eastern,12018,megawatthours
2023-04-05,CPLW,Duke Energy Progress West,D,Demand,Mountain,Mountain,12049,megawatthours
2023-04-05,CPLW,Duke Energy Progress West,D,Demand,Pacific,Pacific,12062,megawatthours
2023-04-05,DOPD,PUD No. 1 of Douglas County,D,Demand,Arizona,Arizona,5420,megawatthours
2023-04-05,DOPD,PUD No. 1 of Douglas County,D,Demand,Central,Central,5436,megawatthours
2023-04-05,DOPD,PUD No. 1 of Douglas County,D,Demand,Eastern,Eastern,5438,megawatthours
2023-04-05,DOPD,PUD No. 1 of Douglas County,D,Demand,Mountain,Mountain,5427,megawatthours
2023-04-05,DOPD,PUD No. 1 of Douglas County,D,Demand,Pacific,Pacific,5420,megawatthours
2023-04-05,DUK,Duke Energy Carolinas,D,Demand,Arizona,Arizona,280133,megawatthours
2023-04-05,DUK,Duke Energy Carolinas,D,Demand,Central,Central,278946,megawatthours
2023-04-05,DUK,Duke Energy Carolinas,D,Demand,Eastern,Eastern,278301,megawatthours
2023-04-05,DUK,Duke Energy Carolinas,D,Demand,Mountain,Mountain,279563,megawatthours
2023-04-05,DUK,Duke Energy Carolinas,D,Demand,Pacific,Pacific,280133,megawatthours
2023-04-05,EPE,El Paso Electric Company,D,Demand,Arizona,Arizona,18482,megawatthours
2023-04-05,EPE,El Paso Electric Company,D,Demand,Central,Central,18469,megawatthours
2023-04-05,EPE,El Paso Electric Company,D,Demand,Eastern,Eastern,18456,megawatthours
2023-04-05,EPE,El Paso Electric Company,D,Demand,Mountain,Mountain,18470,megawatthours
2023-04-05,EPE,El Paso Electric Company,D,Demand,Pacific,Pacific,18482,megawatthours
2023-04-05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1041392,megawatthours
2023-04-05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1058818,megawatthours
2023-04-05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1068614,megawatthours
2023-04-05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1049846,megawatthours
2023-04-05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1041392,megawatthours
2023-04-05,FLA,Florida,D,Demand,Arizona,Arizona,775072,megawatthours
2023-04-05,FLA,Florida,D,Demand,Central,Central,775491,megawatthours
2023-04-05,FLA,Florida,D,Demand,Eastern,Eastern,775477,megawatthours
2023-04-05,FLA,Florida,D,Demand,Mountain,Mountain,775225,megawatthours
2023-04-05,FLA,Florida,D,Demand,Pacific,Pacific,775072,megawatthours
2023-04-05,FMPP,Florida Municipal Power Pool,D,Demand,Arizona,Arizona,56260,megawatthours
2023-04-05,FMPP,Florida Municipal Power Pool,D,Demand,Central,Central,56326,megawatthours
2023-04-05,FMPP,Florida Municipal Power Pool,D,Demand,Eastern,Eastern,56365,megawatthours
2023-04-05,FMPP,Florida Municipal Power Pool,D,Demand,Mountain,Mountain,56287,megawatthours
2023-04-05,FPC,"Duke Energy Florida, Inc.",D,Demand,Arizona,Arizona,169059,megawatthours
2023-04-05,FPC,"Duke Energy Florida, Inc.",D,Demand,Central,Central,169227,megawatthours
2023-04-05,FPC,"Duke Energy Florida, Inc.",D,Demand,Eastern,Eastern,169214,megawatthours
2023-04-05,FPC,"Duke Energy Florida, Inc.",D,Demand,Mountain,Mountain,169148,megawatthours
2023-04-05,FPC,"Duke Energy Florida, Inc.",D,Demand,Pacific,Pacific,169059,megawatthours
2023-04-05,FPL,Florida Power & Light Co.,D,Demand,Arizona,Arizona,422352,megawatthours
2023-04-05,FPL,Florida Power & Light Co.,D,Demand,Central,Central,422553,megawatthours
2023-04-05,FPL,Florida Power & Light Co.,D,Demand,Eastern,Eastern,422508,megawatthours
2023-04-05,FPL,Florida Power & Light Co.,D,Demand,Mountain,Mountain,422409,megawatthours
2023-04-05,FPL,Florida Power & Light Co.,D,Demand,Pacific,Pacific,422352,megawatthours
2023-04-05,GCPD,"Public Utility District No. 2 of Grant County, Washington",D,Demand,Arizona,Arizona,16736,megawatthours
2023-04-05,GCPD,"Public Utility District No. 2 of Grant County, Washington",D,Demand,Central,Central,16720,megawatthours
2023-04-05,GCPD,"Public Utility District No. 2 of Grant County, Washington",D,Demand,Eastern,Eastern,16709,megawatthours
2023-04-05,GCPD,"Public Utility District No. 2 of Grant County, Washington",D,Demand,Mountain,Mountain,16731,megawatthours
2023-04-05,GCPD,"Public Utility District No. 2 of Grant County, Washington",D,Demand,Pacific,Pacific,16736,megawatthours
2023-04-05,GVL,Gainesville Regional Utilities,D,Demand,Arizona,Arizona,6328,megawatthours
2023-04-05,GVL,Gainesville Regional Utilities,D,Demand,Central,Central,6308,megawatthours
2023-04-05,GVL,Gainesville Regional Utilities,D,Demand,Eastern,Eastern,6296,megawatthours
2023-04-05,GVL,Gainesville Regional Utilities,D,Demand,Mountain,Mountain,6320,megawatthours
2023-04-05,GVL,Gainesville Regional Utilities,D,Demand,Pacific,Pacific,6328,megawatthours
2023-04-05,CPLW,Duke Energy Progress West,D,Demand,Central,Central,12032,megawatthours
2023-04-05,FMPP,Florida Municipal Power Pool,D,Demand,Pacific,Pacific,56260,megawatthours
2023-04-05,HST,City of Homestead,D,Demand,Arizona,Arizona,1791,megawatthours
2023-04-05,HST,City of Homestead,D,Demand,Central,Central,1793,megawatthours
2023-04-05,HST,City of Homestead,D,Demand,Eastern,Eastern,1796,megawatthours
2023-04-05,HST,City of Homestead,D,Demand,Mountain,Mountain,1792,megawatthours
2023-04-05,HST,City of Homestead,D,Demand,Pacific,Pacific,1791,megawatthours
2023-04-05,IID,Imperial Irrigation District,D,Demand,Arizona,Arizona,6963,megawatthours
2023-04-05,IID,Imperial Irrigation District,D,Demand,Central,Central,6964,megawatthours
2023-04-05,IID,Imperial Irrigation District,D,Demand,Eastern,Eastern,6971,megawatthours
2023-04-05,IID,Imperial Irrigation District,D,Demand,Mountain,Mountain,6967,megawatthours
2023-04-05,IID,Imperial Irrigation District,D,Demand,Pacific,Pacific,6963,megawatthours
2023-04-05,IPCO,Idaho Power Company,D,Demand,Arizona,Arizona,44607,megawatthours
2023-04-05,IPCO,Idaho Power Company,D,Demand,Central,Central,44731,megawatthours
2023-04-05,IPCO,Idaho Power Company,D,Demand,Eastern,Eastern,44796,megawatthours
2023-04-05,IPCO,Idaho Power Company,D,Demand,Mountain,Mountain,44675,megawatthours
2023-04-05,IPCO,Idaho Power Company,D,Demand,Pacific,Pacific,44607,megawatthours
2023-04-05,ISNE,ISO New England,D,Demand,Arizona,Arizona,294645,megawatthours
2023-04-05,ISNE,ISO New England,D,Demand,Central,Central,292452,megawatthours
2023-04-05,ISNE,ISO New England,D,Demand,Eastern,Eastern,291191,megawatthours
2023-04-05,ISNE,ISO New England,D,Demand,Mountain,Mountain,293565,megawatthours
2023-04-05,ISNE,ISO New England,D,Demand,Pacific,Pacific,294645,megawatthours
2023-04-05,JEA,JEA,D,Demand,Arizona,Arizona,38587,megawatthours
2023-04-05,JEA,JEA,D,Demand,Central,Central,38471,megawatthours
2023-04-05,JEA,JEA,D,Demand,Eastern,Eastern,38429,megawatthours
2023-04-05,JEA,JEA,D,Demand,Mountain,Mountain,38521,megawatthours
2023-04-05,JEA,JEA,D,Demand,Pacific,Pacific,38587,megawatthours
2023-04-05,LDWP,Los Angeles Department of Water and Power,D,Demand,Arizona,Arizona,59562,megawatthours
2023-04-05,LDWP,Los Angeles Department of Water and Power,D,Demand,Central,Central,59886,megawatthours
2023-04-05,LDWP,Los Angeles Department of Water and Power,D,Demand,Eastern,Eastern,59995,megawatthours
2023-04-05,LDWP,Los Angeles Department of Water and Power,D,Demand,Mountain,Mountain,59760,megawatthours
2023-04-05,LDWP,Los Angeles Department of Water and Power,D,Demand,Pacific,Pacific,59562,megawatthours
2023-04-05,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,D,Demand,Arizona,Arizona,92773,megawatthours
2023-04-05,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,D,Demand,Central,Central,93425,megawatthours
2023-04-05,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,D,Demand,Eastern,Eastern,93769,megawatthours
2023-04-05,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,D,Demand,Mountain,Mountain,93102,megawatthours
2023-04-05,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,D,Demand,Pacific,Pacific,92773,megawatthours
2023-04-05,MIDA,Mid-Atlantic,D,Demand,Arizona,Arizona,1983262,megawatthours
2023-04-05,MIDA,Mid-Atlantic,D,Demand,Central,Central,1979266,megawatthours
2023-04-05,MIDA,Mid-Atlantic,D,Demand,Eastern,Eastern,1977251,megawatthours
2023-04-05,MIDA,Mid-Atlantic,D,Demand,Mountain,Mountain,1981352,megawatthours
2023-04-05,MIDA,Mid-Atlantic,D,Demand,Pacific,Pacific,1983262,megawatthours
2023-04-05,MIDW,Midwest,D,Demand,Arizona,Arizona,1800968,megawatthours
2023-04-05,MIDW,Midwest,D,Demand,Central,Central,1802717,megawatthours
2023-04-05,MIDW,Midwest,D,Demand,Eastern,Eastern,1804397,megawatthours
2023-04-05,MIDW,Midwest,D,Demand,Mountain,Mountain,1801661,megawatthours
2023-04-05,MIDW,Midwest,D,Demand,Pacific,Pacific,1800968,megawatthours
2023-04-05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Arizona,Arizona,1655047,megawatthours
2023-04-05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1656630,megawatthours
2023-04-05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Eastern,Eastern,1658091,megawatthours
2023-04-05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Mountain,Mountain,1655686,megawatthours
2023-04-05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Pacific,Pacific,1655047,megawatthours
2023-04-05,NE,New England,D,Demand,Arizona,Arizona,294645,megawatthours
2023-04-05,NE,New England,D,Demand,Central,Central,292452,megawatthours
2023-04-05,NE,New England,D,Demand,Eastern,Eastern,291191,megawatthours
2023-04-05,NE,New England,D,Demand,Mountain,Mountain,293565,megawatthours
2023-04-05,NE,New England,D,Demand,Pacific,Pacific,294645,megawatthours
2023-04-05,NEVP,Nevada Power Company,D,Demand,Arizona,Arizona,87556,megawatthours
2023-04-05,NEVP,Nevada Power Company,D,Demand,Central,Central,87785,megawatthours
2023-04-05,NEVP,Nevada Power Company,D,Demand,Eastern,Eastern,87929,megawatthours
2023-04-05,NEVP,Nevada Power Company,D,Demand,Mountain,Mountain,87654,megawatthours
2023-04-05,NEVP,Nevada Power Company,D,Demand,Pacific,Pacific,87556,megawatthours
2023-04-05,NW,Northwest,D,Demand,Arizona,Arizona,983416,megawatthours
2023-04-05,NW,Northwest,D,Demand,Central,Central,986115,megawatthours
2023-04-05,NW,Northwest,D,Demand,Eastern,Eastern,987303,megawatthours
2023-04-05,NW,Northwest,D,Demand,Mountain,Mountain,984834,megawatthours
2023-04-05,NW,Northwest,D,Demand,Pacific,Pacific,983416,megawatthours
2023-04-05,NWMT,NorthWestern Corporation,D,Demand,Arizona,Arizona,33852,megawatthours
2023-04-05,NWMT,NorthWestern Corporation,D,Demand,Central,Central,33916,megawatthours
2023-04-05,NWMT,NorthWestern Corporation,D,Demand,Eastern,Eastern,33969,megawatthours
2023-04-05,NWMT,NorthWestern Corporation,D,Demand,Mountain,Mountain,33885,megawatthours
2023-04-05,NWMT,NorthWestern Corporation,D,Demand,Pacific,Pacific,33852,megawatthours
2023-04-05,NY,New York,D,Demand,Arizona,Arizona,369261,megawatthours
2023-04-05,NY,New York,D,Demand,Central,Central,369157,megawatthours
2023-04-05,NY,New York,D,Demand,Eastern,Eastern,369020,megawatthours
2023-04-05,NY,New York,D,Demand,Mountain,Mountain,369217,megawatthours
2023-04-05,NY,New York,D,Demand,Pacific,Pacific,369261,megawatthours
2023-04-05,NYIS,New York Independent System Operator,D,Demand,Arizona,Arizona,369261,megawatthours
2023-04-05,NYIS,New York Independent System Operator,D,Demand,Central,Central,369157,megawatthours
2023-04-05,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,369020,megawatthours
2023-04-05,NYIS,New York Independent System Operator,D,Demand,Mountain,Mountain,369217,megawatthours
2023-04-05,NYIS,New York Independent System Operator,D,Demand,Pacific,Pacific,369261,megawatthours
2023-04-05,PACE,PacifiCorp East,D,Demand,Arizona,Arizona,144536,megawatthours
2023-04-05,PACE,PacifiCorp East,D,Demand,Central,Central,144314,megawatthours
2023-04-05,PACE,PacifiCorp East,D,Demand,Eastern,Eastern,144180,megawatthours
2023-04-05,PACE,PacifiCorp East,D,Demand,Mountain,Mountain,144433,megawatthours
2023-04-05,PACE,PacifiCorp East,D,Demand,Pacific,Pacific,144536,megawatthours
2023-04-05,PACW,PacifiCorp West,D,Demand,Arizona,Arizona,60145,megawatthours
2023-04-05,PACW,PacifiCorp West,D,Demand,Central,Central,60465,megawatthours
2023-04-05,PACW,PacifiCorp West,D,Demand,Eastern,Eastern,60612,megawatthours
2023-04-05,PACW,PacifiCorp West,D,Demand,Mountain,Mountain,60314,megawatthours
2023-04-05,PACW,PacifiCorp West,D,Demand,Pacific,Pacific,60145,megawatthours
2023-04-05,PGE,Portland General Electric Company,D,Demand,Arizona,Arizona,64171,megawatthours
2023-04-05,PGE,Portland General Electric Company,D,Demand,Central,Central,64343,megawatthours
2023-04-05,PGE,Portland General Electric Company,D,Demand,Eastern,Eastern,64424,megawatthours
2023-04-05,PGE,Portland General Electric Company,D,Demand,Mountain,Mountain,64255,megawatthours
2023-04-05,PGE,Portland General Electric Company,D,Demand,Pacific,Pacific,64171,megawatthours
2023-04-05,PJM,"PJM Interconnection, LLC",D,Demand,Arizona,Arizona,1983262,megawatthours
2023-04-05,PJM,"PJM Interconnection, LLC",D,Demand,Central,Central,1979266,megawatthours
2023-04-05,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1977251,megawatthours
2023-04-05,PJM,"PJM Interconnection, LLC",D,Demand,Mountain,Mountain,1981352,megawatthours
2023-04-05,PJM,"PJM Interconnection, LLC",D,Demand,Pacific,Pacific,1983262,megawatthours
2023-04-05,PNM,Public Service Company of New Mexico,D,Demand,Arizona,Arizona,37513,megawatthours
2023-04-05,PNM,Public Service Company of New Mexico,D,Demand,Central,Central,37743,megawatthours
2023-04-05,PNM,Public Service Company of New Mexico,D,Demand,Eastern,Eastern,37878,megawatthours
2023-04-05,PNM,Public Service Company of New Mexico,D,Demand,Mountain,Mountain,37613,megawatthours
2023-04-05,PNM,Public Service Company of New Mexico,D,Demand,Pacific,Pacific,37513,megawatthours
2023-04-05,PSCO,Public Service Company of Colorado,D,Demand,Arizona,Arizona,119074,megawatthours
2023-04-05,PSCO,Public Service Company of Colorado,D,Demand,Central,Central,119434,megawatthours
2023-04-05,PSCO,Public Service Company of Colorado,D,Demand,Eastern,Eastern,119582,megawatthours
2023-04-05,PSCO,Public Service Company of Colorado,D,Demand,Mountain,Mountain,119244,megawatthours
2023-04-05,PSCO,Public Service Company of Colorado,D,Demand,Pacific,Pacific,119074,megawatthours
2023-04-05,PSEI,"Puget Sound Energy, Inc.",D,Demand,Arizona,Arizona,72359,megawatthours
2023-04-05,PSEI,"Puget Sound Energy, Inc.",D,Demand,Central,Central,72723,megawatthours
2023-04-05,PSEI,"Puget Sound Energy, Inc.",D,Demand,Eastern,Eastern,72862,megawatthours
2023-04-05,PSEI,"Puget Sound Energy, Inc.",D,Demand,Mountain,Mountain,72548,megawatthours
2023-04-05,PSEI,"Puget Sound Energy, Inc.",D,Demand,Pacific,Pacific,72359,megawatthours
2023-04-05,SC,South Carolina Public Service Authority,D,Demand,Arizona,Arizona,64812,megawatthours
2023-04-05,SC,South Carolina Public Service Authority,D,Demand,Central,Central,64494,megawatthours
2023-04-05,SC,South Carolina Public Service Authority,D,Demand,Eastern,Eastern,64300,megawatthours
2023-04-05,SC,South Carolina Public Service Authority,D,Demand,Mountain,Mountain,64677,megawatthours
2023-04-05,SC,South Carolina Public Service Authority,D,Demand,Pacific,Pacific,64812,megawatthours
2023-04-05,SCEG,"Dominion Energy South Carolina, Inc.",D,Demand,Arizona,Arizona,67662,megawatthours
2023-04-05,SCEG,"Dominion Energy South Carolina, Inc.",D,Demand,Central,Central,67451,megawatthours
2023-04-05,SCEG,"Dominion Energy South Carolina, Inc.",D,Demand,Eastern,Eastern,67316,megawatthours
2023-04-05,SCEG,"Dominion Energy South Carolina, Inc.",D,Demand,Mountain,Mountain,67552,megawatthours
2023-04-05,SCEG,"Dominion Energy South Carolina, Inc.",D,Demand,Pacific,Pacific,67662,megawatthours
2023-04-05,SCL,Seattle City Light,D,Demand,Arizona,Arizona,27825,megawatthours
2023-04-05,SCL,Seattle City Light,D,Demand,Central,Central,28009,megawatthours
2023-04-05,SCL,Seattle City Light,D,Demand,Eastern,Eastern,28063,megawatthours
2023-04-05,SCL,Seattle City Light,D,Demand,Mountain,Mountain,27919,megawatthours
2023-04-05,SCL,Seattle City Light,D,Demand,Pacific,Pacific,27825,megawatthours
2023-04-05,SE,Southeast,D,Demand,Arizona,Arizona,592879,megawatthours
2023-04-05,SE,Southeast,D,Demand,Central,Central,591025,megawatthours
2023-04-05,SE,Southeast,D,Demand,Eastern,Eastern,589439,megawatthours
2023-04-05,SE,Southeast,D,Demand,Mountain,Mountain,592141,megawatthours
2023-04-05,SE,Southeast,D,Demand,Pacific,Pacific,592879,megawatthours
2023-04-05,SEC,Seminole Electric Cooperative,D,Demand,Arizona,Arizona,6010,megawatthours
2023-04-05,SEC,Seminole Electric Cooperative,D,Demand,Central,Central,6031,megawatthours
2023-04-05,SEC,Seminole Electric Cooperative,D,Demand,Eastern,Eastern,6040,megawatthours
2023-04-05,SEC,Seminole Electric Cooperative,D,Demand,Mountain,Mountain,6023,megawatthours
2023-04-05,SEC,Seminole Electric Cooperative,D,Demand,Pacific,Pacific,6010,megawatthours
2023-04-05,SOCO,"Southern Company Services, Inc. - Trans",D,Demand,Arizona,Arizona,592879,megawatthours
2023-04-05,SOCO,"Southern Company Services, Inc. - Trans",D,Demand,Central,Central,591025,megawatthours
2023-04-05,SOCO,"Southern Company Services, Inc. - Trans",D,Demand,Eastern,Eastern,589439,megawatthours
2023-04-05,SOCO,"Southern Company Services, Inc. - Trans",D,Demand,Mountain,Mountain,592141,megawatthours
2023-04-05,SOCO,"Southern Company Services, Inc. - Trans",D,Demand,Pacific,Pacific,592879,megawatthours
2023-04-05,SPA,Southwestern Power Administration,D,Demand,Arizona,Arizona,1711,megawatthours
2023-04-05,SPA,Southwestern Power Administration,D,Demand,Central,Central,1709,megawatthours
2023-04-05,SPA,Southwestern Power Administration,D,Demand,Eastern,Eastern,1723,megawatthours
2023-04-05,SPA,Southwestern Power Administration,D,Demand,Mountain,Mountain,1713,megawatthours
2023-04-05,SPA,Southwestern Power Administration,D,Demand,Pacific,Pacific,1711,megawatthours
2023-04-05,SRP,Salt River Project Agricultural Improvement and Power District,D,Demand,Arizona,Arizona,69865,megawatthours
2023-04-05,SRP,Salt River Project Agricultural Improvement and Power District,D,Demand,Central,Central,70113,megawatthours
2023-04-05,SRP,Salt River Project Agricultural Improvement and Power District,D,Demand,Eastern,Eastern,70232,megawatthours
2023-04-05,SRP,Salt River Project Agricultural Improvement and Power District,D,Demand,Mountain,Mountain,69999,megawatthours
2023-04-05,SRP,Salt River Project Agricultural Improvement and Power District,D,Demand,Pacific,Pacific,69865,megawatthours
2023-04-05,SW,Southwest,D,Demand,Arizona,Arizona,255420,megawatthours
2023-04-05,SW,Southwest,D,Demand,Central,Central,256246,megawatthours
2023-04-05,SW,Southwest,D,Demand,Eastern,Eastern,256627,megawatthours
2023-04-05,SW,Southwest,D,Demand,Mountain,Mountain,255816,megawatthours
2023-04-05,SW,Southwest,D,Demand,Pacific,Pacific,255420,megawatthours
2023-04-05,SWPP,Southwest Power Pool,D,Demand,Arizona,Arizona,691064,megawatthours
2023-04-05,SWPP,Southwest Power Pool,D,Demand,Central,Central,691982,megawatthours
2023-04-05,SWPP,Southwest Power Pool,D,Demand,Eastern,Eastern,693207,megawatthours
2023-04-05,SWPP,Southwest Power Pool,D,Demand,Mountain,Mountain,691304,megawatthours
2023-04-05,SWPP,Southwest Power Pool,D,Demand,Pacific,Pacific,691064,megawatthours
2023-04-05,TAL,City of Tallahassee,D,Demand,Arizona,Arizona,7718,megawatthours
2023-04-05,TAL,City of Tallahassee,D,Demand,Central,Central,7714,megawatthours
2023-04-05,TAL,City of Tallahassee,D,Demand,Eastern,Eastern,7713,megawatthours
2023-04-05,TAL,City of Tallahassee,D,Demand,Mountain,Mountain,7715,megawatthours
2023-04-05,TAL,City of Tallahassee,D,Demand,Pacific,Pacific,7718,megawatthours
2023-04-05,TEC,Tampa Electric Company,D,Demand,Arizona,Arizona,66967,megawatthours
2023-04-05,TEC,Tampa Electric Company,D,Demand,Central,Central,67068,megawatthours
2023-04-05,TEC,Tampa Electric Company,D,Demand,Eastern,Eastern,67116,megawatthours
2023-04-05,TEC,Tampa Electric Company,D,Demand,Mountain,Mountain,67010,megawatthours
2023-04-05,TEC,Tampa Electric Company,D,Demand,Pacific,Pacific,66967,megawatthours
2023-04-05,TEN,Tennessee,D,Demand,Arizona,Arizona,413742,megawatthours
2023-04-05,TEN,Tennessee,D,Demand,Central,Central,416842,megawatthours
2023-04-05,TEN,Tennessee,D,Demand,Eastern,Eastern,418448,megawatthours
2023-04-05,TEN,Tennessee,D,Demand,Mountain,Mountain,415250,megawatthours
2023-04-05,TEN,Tennessee,D,Demand,Pacific,Pacific,413742,megawatthours
2023-04-05,TEPC,Tucson Electric Power,D,Demand,Arizona,Arizona,34713,megawatthours
2023-04-05,TEPC,Tucson Electric Power,D,Demand,Central,Central,34779,megawatthours
2023-04-05,TEPC,Tucson Electric Power,D,Demand,Eastern,Eastern,34836,megawatthours
2023-04-05,TEPC,Tucson Electric Power,D,Demand,Mountain,Mountain,34734,megawatthours
2023-04-05,TEPC,Tucson Electric Power,D,Demand,Pacific,Pacific,34713,megawatthours
2023-04-05,TEX,Texas,D,Demand,Arizona,Arizona,1041392,megawatthours
2023-04-05,TEX,Texas,D,Demand,Central,Central,1058818,megawatthours
2023-04-05,TEX,Texas,D,Demand,Eastern,Eastern,1068614,megawatthours
2023-04-05,TEX,Texas,D,Demand,Mountain,Mountain,1049846,megawatthours
