period,respondent,respondent-name,type,type-name,timezone,timezone-description,value,value-units
2023-03-30,WALC,Western Area Power Administration - Desert Southwest Region,D,Demand,Pacific,Pacific,18179,megawatthours
2023-03-30,PACE,PacifiCorp East,D,Demand,Eastern,Eastern,144555,megawatthours
2023-03-30,PACE,PacifiCorp East,D,Demand,Mountain,Mountain,145169,megawatthours
2023-03-30,PACE,PacifiCorp East,D,Demand,Pacific,Pacific,145375,megawatthours
2023-03-30,PACW,PacifiCorp West,D,Demand,Arizona,Arizona,60185,megawatthours
2023-03-30,PACW,PacifiCorp West,D,Demand,Central,Central,60162,megawatthours
2023-03-30,PACW,PacifiCorp West,D,Demand,Eastern,Eastern,60114,megawatthours
2023-03-30,PACW,PacifiCorp West,D,Demand,Mountain,Mountain,60180,megawatthours
2023-03-30,PACW,PacifiCorp West,D,Demand,Pacific,Pacific,60185,megawatthours
2023-03-30,PGE,Portland General Electric Company,D,Demand,Arizona,Arizona,61454,megawatthours
2023-03-30,PGE,Portland General Electric Company,D,Demand,Central,Central,61432,megawatthours
2023-03-30,PGE,Portland General Electric Company,D,Demand,Eastern,Eastern,61409,megawatthours
2023-03-30,PGE,Portland General Electric Company,D,Demand,Mountain,Mountain,61437,megawatthours
2023-03-30,PGE,Portland General Electric Company,D,Demand,Pacific,Pacific,61454,megawatthours
2023-03-30,PJM,"PJM Interconnection, LLC",D,Demand,Arizona,Arizona,2065500,megawatthours
2023-03-30,PJM,"PJM Interconnection, LLC",D,Demand,Central,Central,2066770,megawatthours
2023-03-30,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2066922,megawatthours
2023-03-30,PJM,"PJM Interconnection, LLC",D,Demand,Mountain,Mountain,2066324,megawatthours
2023-03-30,PJM,"PJM Interconnection, LLC",D,Demand,Pacific,Pacific,2065500,megawatthours
2023-03-30,PNM,Public Service Company of New Mexico,D,Demand,Arizona,Arizona,36436,megawatthours
2023-03-30,PNM,Public Service Company of New Mexico,D,Demand,Central,Central,36366,megawatthours
2023-03-30,PNM,Public Service Company of New Mexico,D,Demand,Eastern,Eastern,36337,megawatthours
2023-03-30,PNM,Public Service Company of New Mexico,D,Demand,Mountain,Mountain,36384,megawatthours
2023-03-30,PNM,Public Service Company of New Mexico,D,Demand,Pacific,Pacific,36436,megawatthours
2023-03-30,PSCO,Public Service Company of Colorado,D,Demand,Arizona,Arizona,109923,megawatthours
2023-03-30,PSCO,Public Service Company of Colorado,D,Demand,Central,Central,110159,megawatthours
2023-03-30,PSCO,Public Service Company of Colorado,D,Demand,Eastern,Eastern,110298,megawatthours
2023-03-30,PSCO,Public Service Company of Colorado,D,Demand,Mountain,Mountain,110039,megawatthours
2023-03-30,PSCO,Public Service Company of Colorado,D,Demand,Pacific,Pacific,109923,megawatthours
2023-03-30,PSEI,"Puget Sound Energy, Inc.",D,Demand,Arizona,Arizona,68842,megawatthours
2023-03-30,PSEI,"Puget Sound Energy, Inc.",D,Demand,Central,Central,68621,megawatthours
2023-03-30,PSEI,"Puget Sound Energy, Inc.",D,Demand,Eastern,Eastern,68474,megawatthours
2023-03-30,PSEI,"Puget Sound Energy, Inc.",D,Demand,Mountain,Mountain,68742,megawatthours
2023-03-30,PSEI,"Puget Sound Energy, Inc.",D,Demand,Pacific,Pacific,68842,megawatthours
2023-03-30,SC,South Carolina Public Service Authority,D,Demand,Arizona,Arizona,59471,megawatthours
2023-03-30,SC,South Carolina Public Service Authority,D,Demand,Central,Central,59930,megawatthours
2023-03-30,SC,South Carolina Public Service Authority,D,Demand,Eastern,Eastern,60151,megawatthours
2023-03-30,SC,South Carolina Public Service Authority,D,Demand,Mountain,Mountain,59713,megawatthours
2023-03-30,SC,South Carolina Public Service Authority,D,Demand,Pacific,Pacific,59471,megawatthours
2023-03-30,SCEG,"Dominion Energy South Carolina, Inc.",D,Demand,Arizona,Arizona,56564,megawatthours
2023-03-30,SCEG,"Dominion Energy South Carolina, Inc.",D,Demand,Central,Central,56703,megawatthours
2023-03-30,SCEG,"Dominion Energy South Carolina, Inc.",D,Demand,Eastern,Eastern,56767,megawatthours
2023-03-30,SCEG,"Dominion Energy South Carolina, Inc.",D,Demand,Mountain,Mountain,56629,megawatthours
2023-03-30,SCEG,"Dominion Energy South Carolina, Inc.",D,Demand,Pacific,Pacific,56564,megawatthours
2023-03-30,SCL,Seattle City Light,D,Demand,Arizona,Arizona,26123,megawatthours
2023-03-30,SCL,Seattle City Light,D,Demand,Central,Central,26020,megawatthours
2023-03-30,SCL,Seattle City Light,D,Demand,Eastern,Eastern,25982,megawatthours
2023-03-30,SCL,Seattle City Light,D,Demand,Mountain,Mountain,26078,megawatthours
2023-03-30,SCL,Seattle City Light,D,Demand,Pacific,Pacific,26123,megawatthours
2023-03-30,SE,Southeast,D,Demand,Arizona,Arizona,519936,megawatthours
2023-03-30,SE,Southeast,D,Demand,Central,Central,522542,megawatthours
2023-03-30,SE,Southeast,D,Demand,Eastern,Eastern,523588,megawatthours
2023-03-30,SE,Southeast,D,Demand,Mountain,Mountain,521458,megawatthours
2023-03-30,SE,Southeast,D,Demand,Pacific,Pacific,519936,megawatthours
2023-03-30,SEC,Seminole Electric Cooperative,D,Demand,Arizona,Arizona,7780,megawatthours
2023-03-30,SEC,Seminole Electric Cooperative,D,Demand,Central,Central,7768,megawatthours
2023-03-30,SEC,Seminole Electric Cooperative,D,Demand,Eastern,Eastern,7755,megawatthours
2023-03-30,SEC,Seminole Electric Cooperative,D,Demand,Mountain,Mountain,7773,megawatthours
2023-03-30,SEC,Seminole Electric Cooperative,D,Demand,Pacific,Pacific,7780,megawatthours
2023-03-30,SOCO,"Southern Company Services, Inc. - Trans",D,Demand,Arizona,Arizona,519936,megawatthours
2023-03-30,SOCO,"Southern Company Services, Inc. - Trans",D,Demand,Central,Central,522542,megawatthours
2023-03-30,SOCO,"Southern Company Services, Inc. - Trans",D,Demand,Eastern,Eastern,523588,megawatthours
2023-03-30,SOCO,"Southern Company Services, Inc. - Trans",D,Demand,Mountain,Mountain,521458,megawatthours
2023-03-30,SOCO,"Southern Company Services, Inc. - Trans",D,Demand,Pacific,Pacific,519936,megawatthours
2023-03-30,SPA,Southwestern Power Administration,D,Demand,Arizona,Arizona,1644,megawatthours
2023-03-30,ISNE,ISO New England,D,Demand,Mountain,Mountain,287095,megawatthours
2023-03-30,ISNE,ISO New England,D,Demand,Pacific,Pacific,287681,megawatthours
2023-03-30,JEA,JEA,D,Demand,Arizona,Arizona,29654,megawatthours
2023-03-30,JEA,JEA,D,Demand,Central,Central,29636,megawatthours
2023-03-30,JEA,JEA,D,Demand,Eastern,Eastern,29617,megawatthours
2023-03-30,JEA,JEA,D,Demand,Mountain,Mountain,29643,megawatthours
2023-03-30,JEA,JEA,D,Demand,Pacific,Pacific,29654,megawatthours
2023-03-30,LDWP,Los Angeles Department of Water and Power,D,Demand,Arizona,Arizona,63480,megawatthours
2023-03-30,LDWP,Los Angeles Department of Water and Power,D,Demand,Central,Central,63073,megawatthours
2023-03-30,LDWP,Los Angeles Department of Water and Power,D,Demand,Eastern,Eastern,63017,megawatthours
2023-03-30,LDWP,Los Angeles Department of Water and Power,D,Demand,Mountain,Mountain,63240,megawatthours
2023-03-30,LDWP,Los Angeles Department of Water and Power,D,Demand,Pacific,Pacific,63480,megawatthours
2023-03-30,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,D,Demand,Arizona,Arizona,90098,megawatthours
2023-03-30,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,D,Demand,Central,Central,90699,megawatthours
2023-03-30,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,D,Demand,Eastern,Eastern,90823,megawatthours
2023-03-30,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,D,Demand,Mountain,Mountain,90496,megawatthours
2023-03-30,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,D,Demand,Pacific,Pacific,90098,megawatthours
2023-03-30,MIDA,Mid-Atlantic,D,Demand,Arizona,Arizona,2065500,megawatthours
2023-03-30,MIDA,Mid-Atlantic,D,Demand,Central,Central,2066770,megawatthours
2023-03-30,MIDA,Mid-Atlantic,D,Demand,Eastern,Eastern,2066922,megawatthours
2023-03-30,MIDA,Mid-Atlantic,D,Demand,Mountain,Mountain,2066324,megawatthours
2023-03-30,MIDA,Mid-Atlantic,D,Demand,Pacific,Pacific,2065500,megawatthours
2023-03-30,MIDW,Midwest,D,Demand,Arizona,Arizona,1796517,megawatthours
2023-03-30,MIDW,Midwest,D,Demand,Central,Central,1804058,megawatthours
2023-03-30,MIDW,Midwest,D,Demand,Eastern,Eastern,1806819,megawatthours
2023-03-30,MIDW,Midwest,D,Demand,Mountain,Mountain,1800656,megawatthours
2023-03-30,MIDW,Midwest,D,Demand,Pacific,Pacific,1796517,megawatthours
2023-03-30,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Arizona,Arizona,1647950,megawatthours
2023-03-30,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1654222,megawatthours
2023-03-30,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Eastern,Eastern,1656631,megawatthours
2023-03-30,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Mountain,Mountain,1651426,megawatthours
2023-03-30,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Pacific,Pacific,1647950,megawatthours
2023-03-30,NE,New England,D,Demand,Arizona,Arizona,287681,megawatthours
2023-03-30,NE,New England,D,Demand,Central,Central,286380,megawatthours
2023-03-30,NE,New England,D,Demand,Eastern,Eastern,285407,megawatthours
2023-03-30,NE,New England,D,Demand,Mountain,Mountain,287095,megawatthours
2023-03-30,NE,New England,D,Demand,Pacific,Pacific,287681,megawatthours
2023-03-30,NEVP,Nevada Power Company,D,Demand,Arizona,Arizona,91535,megawatthours
2023-03-30,NEVP,Nevada Power Company,D,Demand,Central,Central,91357,megawatthours
2023-03-30,NEVP,Nevada Power Company,D,Demand,Eastern,Eastern,91291,megawatthours
2023-03-30,NEVP,Nevada Power Company,D,Demand,Mountain,Mountain,91446,megawatthours
2023-03-30,NEVP,Nevada Power Company,D,Demand,Pacific,Pacific,91535,megawatthours
2023-03-30,NW,Northwest,D,Demand,Arizona,Arizona,963983,megawatthours
2023-03-30,NW,Northwest,D,Demand,Central,Central,962414,megawatthours
2023-03-30,NW,Northwest,D,Demand,Eastern,Eastern,961549,megawatthours
2023-03-30,NW,Northwest,D,Demand,Mountain,Mountain,963276,megawatthours
2023-03-30,NW,Northwest,D,Demand,Pacific,Pacific,963983,megawatthours
2023-03-30,NWMT,NorthWestern Corporation,D,Demand,Arizona,Arizona,34397,megawatthours
2023-03-30,NWMT,NorthWestern Corporation,D,Demand,Central,Central,34385,megawatthours
2023-03-30,NWMT,NorthWestern Corporation,D,Demand,Eastern,Eastern,34388,megawatthours
2023-03-30,NWMT,NorthWestern Corporation,D,Demand,Mountain,Mountain,34387,megawatthours
2023-03-30,NWMT,NorthWestern Corporation,D,Demand,Pacific,Pacific,34397,megawatthours
2023-03-30,NY,New York,D,Demand,Arizona,Arizona,384867,megawatthours
2023-03-30,NY,New York,D,Demand,Central,Central,383957,megawatthours
2023-03-30,NY,New York,D,Demand,Eastern,Eastern,383438,megawatthours
2023-03-30,NY,New York,D,Demand,Mountain,Mountain,384434,megawatthours
2023-03-30,NY,New York,D,Demand,Pacific,Pacific,384867,megawatthours
2023-03-30,NYIS,New York Independent System Operator,D,Demand,Arizona,Arizona,384867,megawatthours
2023-03-30,NYIS,New York Independent System Operator,D,Demand,Central,Central,383957,megawatthours
2023-03-30,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,383438,megawatthours
2023-03-30,NYIS,New York Independent System Operator,D,Demand,Mountain,Mountain,384434,megawatthours
2023-03-30,NYIS,New York Independent System Operator,D,Demand,Pacific,Pacific,384867,megawatthours
2023-03-30,PACE,PacifiCorp East,D,Demand,Arizona,Arizona,145375,megawatthours
2023-03-30,PACE,PacifiCorp East,D,Demand,Central,Central,144897,megawatthours
2023-03-30,DOPD,PUD No. 1 of Douglas County,D,Demand,Pacific,Pacific,5235,megawatthours
2023-03-30,DUK,Duke Energy Carolinas,D,Demand,Arizona,Arizona,258489,megawatthours
2023-03-30,DUK,Duke Energy Carolinas,D,Demand,Central,Central,259769,megawatthours
2023-03-30,DUK,Duke Energy Carolinas,D,Demand,Eastern,Eastern,260253,megawatthours
2023-03-30,DUK,Duke Energy Carolinas,D,Demand,Mountain,Mountain,259183,megawatthours
2023-03-30,DUK,Duke Energy Carolinas,D,Demand,Pacific,Pacific,258489,megawatthours
2023-03-30,EPE,El Paso Electric Company,D,Demand,Arizona,Arizona,19118,megawatthours
2023-03-30,EPE,El Paso Electric Company,D,Demand,Central,Central,19118,megawatthours
2023-03-30,EPE,El Paso Electric Company,D,Demand,Eastern,Eastern,19132,megawatthours
2023-03-30,EPE,El Paso Electric Company,D,Demand,Mountain,Mountain,19115,megawatthours
2023-03-30,EPE,El Paso Electric Company,D,Demand,Pacific,Pacific,19118,megawatthours
2023-03-30,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1040720,megawatthours
2023-03-30,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1033303,megawatthours
2023-03-30,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1029397,megawatthours
2023-03-30,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1037142,megawatthours
2023-03-30,FLA,Florida,D,Demand,Arizona,Arizona,643283,megawatthours
2023-03-30,FLA,Florida,D,Demand,Central,Central,643423,megawatthours
2023-03-30,FLA,Florida,D,Demand,Eastern,Eastern,643394,megawatthours
2023-03-30,FLA,Florida,D,Demand,Mountain,Mountain,643382,megawatthours
2023-03-30,FLA,Florida,D,Demand,Pacific,Pacific,643283,megawatthours
2023-03-30,FMPP,Florida Municipal Power Pool,D,Demand,Arizona,Arizona,45912,megawatthours
2023-03-30,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1040720,megawatthours
2023-03-30,FMPP,Florida Municipal Power Pool,D,Demand,Central,Central,45883,megawatthours
2023-03-30,FMPP,Florida Municipal Power Pool,D,Demand,Eastern,Eastern,45840,megawatthours
2023-03-30,FMPP,Florida Municipal Power Pool,D,Demand,Mountain,Mountain,45905,megawatthours
2023-03-30,FMPP,Florida Municipal Power Pool,D,Demand,Pacific,Pacific,45912,megawatthours
2023-03-30,FPC,"Duke Energy Florida, Inc.",D,Demand,Arizona,Arizona,134835,megawatthours
2023-03-30,FPC,"Duke Energy Florida, Inc.",D,Demand,Central,Central,134751,megawatthours
2023-03-30,FPC,"Duke Energy Florida, Inc.",D,Demand,Eastern,Eastern,134664,megawatthours
2023-03-30,FPC,"Duke Energy Florida, Inc.",D,Demand,Mountain,Mountain,134797,megawatthours
2023-03-30,FPC,"Duke Energy Florida, Inc.",D,Demand,Pacific,Pacific,134835,megawatthours
2023-03-30,FPL,Florida Power & Light Co.,D,Demand,Arizona,Arizona,356813,megawatthours
2023-03-30,FPL,Florida Power & Light Co.,D,Demand,Central,Central,357081,megawatthours
2023-03-30,FPL,Florida Power & Light Co.,D,Demand,Eastern,Eastern,357225,megawatthours
2023-03-30,FPL,Florida Power & Light Co.,D,Demand,Mountain,Mountain,356966,megawatthours
2023-03-30,FPL,Florida Power & Light Co.,D,Demand,Pacific,Pacific,356813,megawatthours
2023-03-30,GCPD,"Public Utility District No. 2 of Grant County, Washington",D,Demand,Arizona,Arizona,15385,megawatthours
2023-03-30,GCPD,"Public Utility District No. 2 of Grant County, Washington",D,Demand,Central,Central,15373,megawatthours
2023-03-30,GCPD,"Public Utility District No. 2 of Grant County, Washington",D,Demand,Eastern,Eastern,15371,megawatthours
2023-03-30,GCPD,"Public Utility District No. 2 of Grant County, Washington",D,Demand,Mountain,Mountain,15379,megawatthours
2023-03-30,GCPD,"Public Utility District No. 2 of Grant County, Washington",D,Demand,Pacific,Pacific,15385,megawatthours
2023-03-30,GVL,Gainesville Regional Utilities,D,Demand,Arizona,Arizona,4605,megawatthours
2023-03-30,GVL,Gainesville Regional Utilities,D,Demand,Central,Central,4599,megawatthours
2023-03-30,GVL,Gainesville Regional Utilities,D,Demand,Eastern,Eastern,4596,megawatthours
2023-03-30,GVL,Gainesville Regional Utilities,D,Demand,Mountain,Mountain,4602,megawatthours
2023-03-30,GVL,Gainesville Regional Utilities,D,Demand,Pacific,Pacific,4605,megawatthours
2023-03-30,HST,City of Homestead,D,Demand,Arizona,Arizona,1570,megawatthours
2023-03-30,HST,City of Homestead,D,Demand,Central,Central,1567,megawatthours
2023-03-30,HST,City of Homestead,D,Demand,Eastern,Eastern,1568,megawatthours
2023-03-30,HST,City of Homestead,D,Demand,Mountain,Mountain,1569,megawatthours
2023-03-30,HST,City of Homestead,D,Demand,Pacific,Pacific,1570,megawatthours
2023-03-30,IID,Imperial Irrigation District,D,Demand,Arizona,Arizona,7022,megawatthours
2023-03-30,IID,Imperial Irrigation District,D,Demand,Central,Central,7018,megawatthours
2023-03-30,IID,Imperial Irrigation District,D,Demand,Eastern,Eastern,7015,megawatthours
2023-03-30,IID,Imperial Irrigation District,D,Demand,Mountain,Mountain,7017,megawatthours
2023-03-30,IID,Imperial Irrigation District,D,Demand,Pacific,Pacific,7022,megawatthours
2023-03-30,IPCO,Idaho Power Company,D,Demand,Arizona,Arizona,45427,megawatthours
2023-03-30,IPCO,Idaho Power Company,D,Demand,Central,Central,45346,megawatthours
2023-03-30,IPCO,Idaho Power Company,D,Demand,Eastern,Eastern,45310,megawatthours
2023-03-30,IPCO,Idaho Power Company,D,Demand,Mountain,Mountain,45393,megawatthours
2023-03-30,IPCO,Idaho Power Company,D,Demand,Pacific,Pacific,45427,megawatthours
2023-03-30,ISNE,ISO New England,D,Demand,Arizona,Arizona,287681,megawatthours
2023-03-30,ISNE,ISO New England,D,Demand,Central,Central,286380,megawatthours
2023-03-30,ISNE,ISO New England,D,Demand,Eastern,Eastern,285407,megawatthours
2023-03-30,AECI,"Associated Electric Cooperative, Inc.",D,Demand,Arizona,Arizona,58469,megawatthours
2023-03-30,AECI,"Associated Electric Cooperative, Inc.",D,Demand,Central,Central,59137,megawatthours
2023-03-30,AECI,"Associated Electric Cooperative, Inc.",D,Demand,Eastern,Eastern,59365,megawatthours
2023-03-30,AECI,"Associated Electric Cooperative, Inc.",D,Demand,Mountain,Mountain,58734,megawatthours
2023-03-30,AECI,"Associated Electric Cooperative, Inc.",D,Demand,Pacific,Pacific,58469,megawatthours
2023-03-30,AVA,Avista Corporation,D,Demand,Mountain,Mountain,35402,megawatthours
2023-03-30,AVA,Avista Corporation,D,Demand,Central,Central,35442,megawatthours
2023-03-30,AVA,Avista Corporation,D,Demand,Pacific,Pacific,35380,megawatthours
2023-03-30,AVA,Avista Corporation,D,Demand,Arizona,Arizona,35380,megawatthours
2023-03-30,AVA,Avista Corporation,D,Demand,Eastern,Eastern,35484,megawatthours
2023-03-30,AZPS,Arizona Public Service Company,D,Demand,Arizona,Arizona,69731,megawatthours
2023-03-30,AZPS,Arizona Public Service Company,D,Demand,Central,Central,69558,megawatthours
2023-03-30,AZPS,Arizona Public Service Company,D,Demand,Eastern,Eastern,69471,megawatthours
2023-03-30,AZPS,Arizona Public Service Company,D,Demand,Mountain,Mountain,69633,megawatthours
2023-03-30,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,69731,megawatthours
2023-03-30,BANC,Balancing Authority of Northern California,D,Demand,Arizona,Arizona,43229,megawatthours
2023-03-30,BANC,Balancing Authority of Northern California,D,Demand,Central,Central,43437,megawatthours
2023-03-30,BANC,Balancing Authority of Northern California,D,Demand,Eastern,Eastern,43579,megawatthours
2023-03-30,BANC,Balancing Authority of Northern California,D,Demand,Mountain,Mountain,43318,megawatthours
2023-03-30,BPAT,Bonneville Power Administration,D,Demand,Central,Central,160521,megawatthours
2023-03-30,BPAT,Bonneville Power Administration,D,Demand,Eastern,Eastern,160281,megawatthours
2023-03-30,BPAT,Bonneville Power Administration,D,Demand,Pacific,Pacific,160886,megawatthours
2023-03-30,CAL,California,D,Demand,Arizona,Arizona,702351,megawatthours
2023-03-30,CAL,California,D,Demand,Eastern,Eastern,702955,megawatthours
2023-03-30,CAL,California,D,Demand,Mountain,Mountain,702194,megawatthours
2023-03-30,CAL,California,D,Demand,Pacific,Pacific,702351,megawatthours
2023-03-30,BPAT,Bonneville Power Administration,D,Demand,Arizona,Arizona,160886,megawatthours
2023-03-30,BPAT,Bonneville Power Administration,D,Demand,Mountain,Mountain,160717,megawatthours
2023-03-30,CAL,California,D,Demand,Central,Central,702307,megawatthours
2023-03-30,BANC,Balancing Authority of Northern California,D,Demand,Pacific,Pacific,43229,megawatthours
2023-03-30,CAR,Carolinas,D,Demand,Arizona,Arizona,529714,megawatthours
2023-03-30,CAR,Carolinas,D,Demand,Central,Central,532767,megawatthours
2023-03-30,CAR,Carolinas,D,Demand,Eastern,Eastern,534065,megawatthours
2023-03-30,CENT,Central,D,Demand,Central,Central,699347,megawatthours
