period,respondent,respondent-name,type,type-name,timezone,timezone-description,value,value-units
2023-03-31,SWPP,Southwest Power Pool,D,Demand,Arizona,Arizona,679984,megawatthours
2023-03-31,SWPP,Southwest Power Pool,D,Demand,Central,Central,679468,megawatthours
2023-03-31,SWPP,Southwest Power Pool,D,Demand,Eastern,Eastern,679426,megawatthours
2023-03-31,SWPP,Southwest Power Pool,D,Demand,Mountain,Mountain,679688,megawatthours
2023-03-31,SWPP,Southwest Power Pool,D,Demand,Pacific,Pacific,679984,megawatthours
2023-03-31,TAL,City of Tallahassee,D,Demand,Arizona,Arizona,6799,megawatthours
2023-03-31,TAL,City of Tallahassee,D,Demand,Central,Central,6770,megawatthours
2023-03-31,TAL,City of Tallahassee,D,Demand,Eastern,Eastern,6763,megawatthours
2023-03-31,TAL,City of Tallahassee,D,Demand,Mountain,Mountain,6786,megawatthours
2023-03-31,TAL,City of Tallahassee,D,Demand,Pacific,Pacific,6799,megawatthours
2023-03-31,TEC,Tampa Electric Company,D,Demand,Arizona,Arizona,57833,megawatthours
2023-03-31,TEC,Tampa Electric Company,D,Demand,Central,Central,57490,megawatthours
2023-03-31,TEC,Tampa Electric Company,D,Demand,Eastern,Eastern,57297,megawatthours
2023-03-31,TEC,Tampa Electric Company,D,Demand,Mountain,Mountain,57671,megawatthours
2023-03-31,TEC,Tampa Electric Company,D,Demand,Pacific,Pacific,57833,megawatthours
2023-03-31,TEPC,Tucson Electric Power,D,Demand,Arizona,Arizona,33720,megawatthours
2023-03-31,TEPC,Tucson Electric Power,D,Demand,Central,Central,33812,megawatthours
2023-03-31,TEPC,Tucson Electric Power,D,Demand,Eastern,Eastern,33883,megawatthours
2023-03-31,TEPC,Tucson Electric Power,D,Demand,Mountain,Mountain,33766,megawatthours
2023-03-31,TEPC,Tucson Electric Power,D,Demand,Pacific,Pacific,33720,megawatthours
2023-03-31,TEX,Texas,D,Demand,Arizona,Arizona,1107552,megawatthours
2023-03-31,TEX,Texas,D,Demand,Central,Central,1110040,megawatthours
2023-03-31,TEX,Texas,D,Demand,Eastern,Eastern,1110639,megawatthours
2023-03-31,TEX,Texas,D,Demand,Mountain,Mountain,1109186,megawatthours
2023-03-31,TEX,Texas,D,Demand,Pacific,Pacific,1107552,megawatthours
2023-03-31,TIDC,Turlock Irrigation District,D,Demand,Arizona,Arizona,6347,megawatthours
2023-03-31,TIDC,Turlock Irrigation District,D,Demand,Central,Central,6384,megawatthours
2023-03-31,TIDC,Turlock Irrigation District,D,Demand,Eastern,Eastern,6401,megawatthours
2023-03-31,TIDC,Turlock Irrigation District,D,Demand,Mountain,Mountain,6366,megawatthours
2023-03-31,TIDC,Turlock Irrigation District,D,Demand,Pacific,Pacific,6347,megawatthours
2023-03-31,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",D,Demand,Arizona,Arizona,14442,megawatthours
2023-03-31,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",D,Demand,Central,Central,14399,megawatthours
2023-03-31,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",D,Demand,Eastern,Eastern,14383,megawatthours
2023-03-31,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",D,Demand,Mountain,Mountain,14412,megawatthours
2023-03-31,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",D,Demand,Pacific,Pacific,14442,megawatthours
2023-03-31,TEN,Tennessee,D,Demand,Arizona,Arizona,367436,megawatthours
2023-03-31,TEN,Tennessee,D,Demand,Central,Central,368211,megawatthours
2023-03-31,TVA,Tennessee Valley Authority,D,Demand,Pacific,Pacific,367436,megawatthours
2023-03-31,TEN,Tennessee,D,Demand,Eastern,Eastern,368279,megawatthours
2023-03-31,TEN,Tennessee,D,Demand,Mountain,Mountain,367869,megawatthours
2023-03-31,TEN,Tennessee,D,Demand,Pacific,Pacific,367436,megawatthours
2023-03-31,TVA,Tennessee Valley Authority,D,Demand,Arizona,Arizona,367436,megawatthours
2023-03-31,TVA,Tennessee Valley Authority,D,Demand,Mountain,Mountain,367869,megawatthours
2023-03-31,TVA,Tennessee Valley Authority,D,Demand,Central,Central,368211,megawatthours
2023-03-31,TVA,Tennessee Valley Authority,D,Demand,Eastern,Eastern,368279,megawatthours
2023-03-31,US48,United States Lower 48,D,Demand,Arizona,Arizona,10179982,megawatthours
2023-03-31,US48,United States Lower 48,D,Demand,Central,Central,10210267,megawatthours
2023-03-31,US48,United States Lower 48,D,Demand,Eastern,Eastern,10221015,megawatthours
2023-03-31,US48,United States Lower 48,D,Demand,Mountain,Mountain,10196247,megawatthours
2023-03-31,US48,United States Lower 48,D,Demand,Pacific,Pacific,10179982,megawatthours
2023-03-31,PACE,PacifiCorp East,D,Demand,Eastern,Eastern,145395,megawatthours
2023-03-31,PACE,PacifiCorp East,D,Demand,Mountain,Mountain,145031,megawatthours
2023-03-31,PACE,PacifiCorp East,D,Demand,Pacific,Pacific,144899,megawatthours
2023-03-31,PACW,PacifiCorp West,D,Demand,Arizona,Arizona,59653,megawatthours
2023-03-31,PACW,PacifiCorp West,D,Demand,Central,Central,59651,megawatthours
2023-03-31,PACW,PacifiCorp West,D,Demand,Eastern,Eastern,59674,megawatthours
2023-03-31,PACW,PacifiCorp West,D,Demand,Mountain,Mountain,59653,megawatthours
2023-03-31,PACW,PacifiCorp West,D,Demand,Pacific,Pacific,59653,megawatthours
2023-03-31,PGE,Portland General Electric Company,D,Demand,Arizona,Arizona,63089,megawatthours
2023-03-31,PGE,Portland General Electric Company,D,Demand,Central,Central,62937,megawatthours
2023-03-31,PGE,Portland General Electric Company,D,Demand,Eastern,Eastern,62886,megawatthours
2023-03-31,PGE,Portland General Electric Company,D,Demand,Mountain,Mountain,63018,megawatthours
2023-03-31,PGE,Portland General Electric Company,D,Demand,Pacific,Pacific,63089,megawatthours
2023-03-31,PJM,"PJM Interconnection, LLC",D,Demand,Arizona,Arizona,2013074,megawatthours
2023-03-31,PJM,"PJM Interconnection, LLC",D,Demand,Central,Central,2030065,megawatthours
2023-03-31,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2036322,megawatthours
2023-03-31,PJM,"PJM Interconnection, LLC",D,Demand,Mountain,Mountain,2021910,megawatthours
2023-03-31,PJM,"PJM Interconnection, LLC",D,Demand,Pacific,Pacific,2013074,megawatthours
2023-03-31,PNM,Public Service Company of New Mexico,D,Demand,Arizona,Arizona,38092,megawatthours
2023-03-31,PNM,Public Service Company of New Mexico,D,Demand,Central,Central,37998,megawatthours
2023-03-31,PNM,Public Service Company of New Mexico,D,Demand,Eastern,Eastern,37949,megawatthours
2023-03-31,PNM,Public Service Company of New Mexico,D,Demand,Mountain,Mountain,38047,megawatthours
2023-03-31,PNM,Public Service Company of New Mexico,D,Demand,Pacific,Pacific,38092,megawatthours
2023-03-31,PSCO,Public Service Company of Colorado,D,Demand,Arizona,Arizona,111305,megawatthours
2023-03-31,PSCO,Public Service Company of Colorado,D,Demand,Central,Central,111154,megawatthours
2023-03-31,PSCO,Public Service Company of Colorado,D,Demand,Eastern,Eastern,111050,megawatthours
2023-03-31,PSCO,Public Service Company of Colorado,D,Demand,Mountain,Mountain,111218,megawatthours
2023-03-31,PSCO,Public Service Company of Colorado,D,Demand,Pacific,Pacific,111305,megawatthours
2023-03-31,PSEI,"Puget Sound Energy, Inc.",D,Demand,Arizona,Arizona,72796,megawatthours
2023-03-31,PSEI,"Puget Sound Energy, Inc.",D,Demand,Central,Central,72525,megawatthours
2023-03-31,PSEI,"Puget Sound Energy, Inc.",D,Demand,Eastern,Eastern,72418,megawatthours
2023-03-31,PSEI,"Puget Sound Energy, Inc.",D,Demand,Mountain,Mountain,72652,megawatthours
2023-03-31,PSEI,"Puget Sound Energy, Inc.",D,Demand,Pacific,Pacific,72796,megawatthours
2023-03-31,SC,South Carolina Public Service Authority,D,Demand,Arizona,Arizona,58150,megawatthours
2023-03-31,SC,South Carolina Public Service Authority,D,Demand,Central,Central,58311,megawatthours
2023-03-31,SC,South Carolina Public Service Authority,D,Demand,Eastern,Eastern,58315,megawatthours
2023-03-31,SC,South Carolina Public Service Authority,D,Demand,Mountain,Mountain,58235,megawatthours
2023-03-31,SC,South Carolina Public Service Authority,D,Demand,Pacific,Pacific,58150,megawatthours
2023-03-31,SCEG,"Dominion Energy South Carolina, Inc.",D,Demand,Arizona,Arizona,58242,megawatthours
2023-03-31,SCEG,"Dominion Energy South Carolina, Inc.",D,Demand,Central,Central,58186,megawatthours
2023-03-31,SCEG,"Dominion Energy South Carolina, Inc.",D,Demand,Eastern,Eastern,58086,megawatthours
2023-03-31,SCEG,"Dominion Energy South Carolina, Inc.",D,Demand,Mountain,Mountain,58238,megawatthours
2023-03-31,SCEG,"Dominion Energy South Carolina, Inc.",D,Demand,Pacific,Pacific,58242,megawatthours
2023-03-31,SCL,Seattle City Light,D,Demand,Arizona,Arizona,28720,megawatthours
2023-03-31,SCL,Seattle City Light,D,Demand,Central,Central,28536,megawatthours
2023-03-31,SCL,Seattle City Light,D,Demand,Eastern,Eastern,28450,megawatthours
2023-03-31,SCL,Seattle City Light,D,Demand,Mountain,Mountain,28617,megawatthours
2023-03-31,SCL,Seattle City Light,D,Demand,Pacific,Pacific,28720,megawatthours
2023-03-31,SE,Southeast,D,Demand,Arizona,Arizona,510484,megawatthours
2023-03-31,SE,Southeast,D,Demand,Central,Central,509615,megawatthours
2023-03-31,SE,Southeast,D,Demand,Eastern,Eastern,509191,megawatthours
2023-03-31,SE,Southeast,D,Demand,Mountain,Mountain,510167,megawatthours
2023-03-31,SE,Southeast,D,Demand,Pacific,Pacific,510484,megawatthours
2023-03-31,SEC,Seminole Electric Cooperative,D,Demand,Arizona,Arizona,4853,megawatthours
2023-03-31,SEC,Seminole Electric Cooperative,D,Demand,Central,Central,4843,megawatthours
2023-03-31,SEC,Seminole Electric Cooperative,D,Demand,Eastern,Eastern,4826,megawatthours
2023-03-31,SEC,Seminole Electric Cooperative,D,Demand,Mountain,Mountain,4854,megawatthours
2023-03-31,SEC,Seminole Electric Cooperative,D,Demand,Pacific,Pacific,4853,megawatthours
2023-03-31,SOCO,"Southern Company Services, Inc. - Trans",D,Demand,Arizona,Arizona,510484,megawatthours
2023-03-31,SOCO,"Southern Company Services, Inc. - Trans",D,Demand,Central,Central,509615,megawatthours
2023-03-31,SOCO,"Southern Company Services, Inc. - Trans",D,Demand,Eastern,Eastern,509191,megawatthours
2023-03-31,SOCO,"Southern Company Services, Inc. - Trans",D,Demand,Mountain,Mountain,510167,megawatthours
2023-03-31,SOCO,"Southern Company Services, Inc. - Trans",D,Demand,Pacific,Pacific,510484,megawatthours
2023-03-31,SPA,Southwestern Power Administration,D,Demand,Arizona,Arizona,1464,megawatthours
2023-03-31,ISNE,ISO New England,D,Demand,Mountain,Mountain,293094,megawatthours
2023-03-31,ISNE,ISO New England,D,Demand,Pacific,Pacific,291823,megawatthours
2023-03-31,JEA,JEA,D,Demand,Arizona,Arizona,32201,megawatthours
2023-03-31,JEA,JEA,D,Demand,Central,Central,32035,megawatthours
2023-03-31,JEA,JEA,D,Demand,Eastern,Eastern,31915,megawatthours
2023-03-31,JEA,JEA,D,Demand,Mountain,Mountain,32135,megawatthours
2023-03-31,JEA,JEA,D,Demand,Pacific,Pacific,32201,megawatthours
2023-03-31,LDWP,Los Angeles Department of Water and Power,D,Demand,Arizona,Arizona,60933,megawatthours
2023-03-31,LDWP,Los Angeles Department of Water and Power,D,Demand,Central,Central,61542,megawatthours
2023-03-31,LDWP,Los Angeles Department of Water and Power,D,Demand,Eastern,Eastern,61781,megawatthours
2023-03-31,LDWP,Los Angeles Department of Water and Power,D,Demand,Mountain,Mountain,61235,megawatthours
2023-03-31,LDWP,Los Angeles Department of Water and Power,D,Demand,Pacific,Pacific,60933,megawatthours
2023-03-31,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,D,Demand,Arizona,Arizona,86960,megawatthours
2023-03-31,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,D,Demand,Central,Central,87097,megawatthours
2023-03-31,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,D,Demand,Eastern,Eastern,87144,megawatthours
2023-03-31,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,D,Demand,Mountain,Mountain,86936,megawatthours
2023-03-31,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,D,Demand,Pacific,Pacific,86960,megawatthours
2023-03-31,MIDA,Mid-Atlantic,D,Demand,Arizona,Arizona,2013074,megawatthours
2023-03-31,MIDA,Mid-Atlantic,D,Demand,Central,Central,2030065,megawatthours
2023-03-31,MIDA,Mid-Atlantic,D,Demand,Eastern,Eastern,2036322,megawatthours
2023-03-31,MIDA,Mid-Atlantic,D,Demand,Mountain,Mountain,2021910,megawatthours
2023-03-31,MIDA,Mid-Atlantic,D,Demand,Pacific,Pacific,2013074,megawatthours
2023-03-31,MIDW,Midwest,D,Demand,Arizona,Arizona,1747758,megawatthours
2023-03-31,MIDW,Midwest,D,Demand,Central,Central,1752615,megawatthours
2023-03-31,MIDW,Midwest,D,Demand,Eastern,Eastern,1754709,megawatthours
2023-03-31,MIDW,Midwest,D,Demand,Mountain,Mountain,1750097,megawatthours
2023-03-31,MIDW,Midwest,D,Demand,Pacific,Pacific,1747758,megawatthours
2023-03-31,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Arizona,Arizona,1608640,megawatthours
2023-03-31,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1613255,megawatthours
2023-03-31,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Eastern,Eastern,1615235,megawatthours
2023-03-31,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Mountain,Mountain,1610957,megawatthours
2023-03-31,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Pacific,Pacific,1608640,megawatthours
2023-03-31,NE,New England,D,Demand,Arizona,Arizona,291823,megawatthours
2023-03-31,NE,New England,D,Demand,Central,Central,294247,megawatthours
2023-03-31,NE,New England,D,Demand,Eastern,Eastern,295304,megawatthours
2023-03-31,NE,New England,D,Demand,Mountain,Mountain,293094,megawatthours
2023-03-31,NE,New England,D,Demand,Pacific,Pacific,291823,megawatthours
2023-03-31,NEVP,Nevada Power Company,D,Demand,Arizona,Arizona,88469,megawatthours
2023-03-31,NEVP,Nevada Power Company,D,Demand,Central,Central,88798,megawatthours
2023-03-31,NEVP,Nevada Power Company,D,Demand,Eastern,Eastern,88997,megawatthours
2023-03-31,NEVP,Nevada Power Company,D,Demand,Mountain,Mountain,88627,megawatthours
2023-03-31,NEVP,Nevada Power Company,D,Demand,Pacific,Pacific,88469,megawatthours
2023-03-31,NW,Northwest,D,Demand,Arizona,Arizona,976382,megawatthours
2023-03-31,NW,Northwest,D,Demand,Central,Central,975845,megawatthours
2023-03-31,NW,Northwest,D,Demand,Eastern,Eastern,975568,megawatthours
2023-03-31,NW,Northwest,D,Demand,Mountain,Mountain,976100,megawatthours
2023-03-31,NW,Northwest,D,Demand,Pacific,Pacific,976382,megawatthours
2023-03-31,NWMT,NorthWestern Corporation,D,Demand,Arizona,Arizona,33396,megawatthours
2023-03-31,NWMT,NorthWestern Corporation,D,Demand,Central,Central,33387,megawatthours
2023-03-31,NWMT,NorthWestern Corporation,D,Demand,Eastern,Eastern,33391,megawatthours
2023-03-31,NWMT,NorthWestern Corporation,D,Demand,Mountain,Mountain,33398,megawatthours
2023-03-31,NWMT,NorthWestern Corporation,D,Demand,Pacific,Pacific,33396,megawatthours
2023-03-31,NY,New York,D,Demand,Arizona,Arizona,389437,megawatthours
2023-03-31,NY,New York,D,Demand,Central,Central,391620,megawatthours
2023-03-31,NY,New York,D,Demand,Eastern,Eastern,392488,megawatthours
2023-03-31,NY,New York,D,Demand,Mountain,Mountain,390584,megawatthours
2023-03-31,NY,New York,D,Demand,Pacific,Pacific,389437,megawatthours
2023-03-31,NYIS,New York Independent System Operator,D,Demand,Arizona,Arizona,389437,megawatthours
2023-03-31,NYIS,New York Independent System Operator,D,Demand,Central,Central,391620,megawatthours
2023-03-31,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,392488,megawatthours
2023-03-31,NYIS,New York Independent System Operator,D,Demand,Mountain,Mountain,390584,megawatthours
2023-03-31,NYIS,New York Independent System Operator,D,Demand,Pacific,Pacific,389437,megawatthours
2023-03-31,PACE,PacifiCorp East,D,Demand,Arizona,Arizona,144899,megawatthours
2023-03-31,PACE,PacifiCorp East,D,Demand,Central,Central,145225,megawatthours
2023-03-31,DUK,Duke Energy Carolinas,D,Demand,Arizona,Arizona,248197,megawatthours
2023-03-31,DUK,Duke Energy Carolinas,D,Demand,Central,Central,249157,megawatthours
2023-03-31,DUK,Duke Energy Carolinas,D,Demand,Eastern,Eastern,249410,megawatthours
2023-03-31,DUK,Duke Energy Carolinas,D,Demand,Mountain,Mountain,248759,megawatthours
2023-03-31,DUK,Duke Energy Carolinas,D,Demand,Pacific,Pacific,248197,megawatthours
2023-03-31,EPE,El Paso Electric Company,D,Demand,Arizona,Arizona,18272,megawatthours
2023-03-31,EPE,El Paso Electric Company,D,Demand,Central,Central,18288,megawatthours
2023-03-31,EPE,El Paso Electric Company,D,Demand,Eastern,Eastern,18315,megawatthours
2023-03-31,EPE,El Paso Electric Company,D,Demand,Mountain,Mountain,18279,megawatthours
2023-03-31,EPE,El Paso Electric Company,D,Demand,Pacific,Pacific,18272,megawatthours
2023-03-31,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1107552,megawatthours
2023-03-31,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1110040,megawatthours
2023-03-31,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1110639,megawatthours
2023-03-31,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1107552,megawatthours
2023-03-31,FLA,Florida,D,Demand,Arizona,Arizona,668769,megawatthours
2023-03-31,FLA,Florida,D,Demand,Central,Central,665877,megawatthours
2023-03-31,FLA,Florida,D,Demand,Eastern,Eastern,664153,megawatthours
2023-03-31,FLA,Florida,D,Demand,Mountain,Mountain,667459,megawatthours
2023-03-31,CPLE,Duke Energy Progress East,D,Demand,Pacific,Pacific,135893,megawatthours
2023-03-31,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1109186,megawatthours
2023-03-31,FLA,Florida,D,Demand,Pacific,Pacific,668769,megawatthours
2023-03-31,FMPP,Florida Municipal Power Pool,D,Demand,Arizona,Arizona,48041,megawatthours
2023-03-31,FMPP,Florida Municipal Power Pool,D,Demand,Central,Central,47795,megawatthours
2023-03-31,FMPP,Florida Municipal Power Pool,D,Demand,Eastern,Eastern,47647,megawatthours
2023-03-31,FMPP,Florida Municipal Power Pool,D,Demand,Mountain,Mountain,47932,megawatthours
2023-03-31,FMPP,Florida Municipal Power Pool,D,Demand,Pacific,Pacific,48041,megawatthours
2023-03-31,FPC,"Duke Energy Florida, Inc.",D,Demand,Arizona,Arizona,142179,megawatthours
2023-03-31,FPC,"Duke Energy Florida, Inc.",D,Demand,Central,Central,141502,megawatthours
2023-03-31,FPC,"Duke Energy Florida, Inc.",D,Demand,Eastern,Eastern,141073,megawatthours
2023-03-31,FPC,"Duke Energy Florida, Inc.",D,Demand,Mountain,Mountain,141885,megawatthours
2023-03-31,FPC,"Duke Energy Florida, Inc.",D,Demand,Pacific,Pacific,142179,megawatthours
2023-03-31,FPL,Florida Power & Light Co.,D,Demand,Arizona,Arizona,370245,megawatthours
2023-03-31,FPL,Florida Power & Light Co.,D,Demand,Central,Central,368858,megawatthours
2023-03-31,FPL,Florida Power & Light Co.,D,Demand,Eastern,Eastern,368071,megawatthours
2023-03-31,FPL,Florida Power & Light Co.,D,Demand,Mountain,Mountain,369593,megawatthours
2023-03-31,FPL,Florida Power & Light Co.,D,Demand,Pacific,Pacific,370245,megawatthours
2023-03-31,GCPD,"Public Utility District No. 2 of Grant County, Washington",D,Demand,Arizona,Arizona,15759,megawatthours
2023-03-31,GCPD,"Public Utility District No. 2 of Grant County, Washington",D,Demand,Central,Central,15728,megawatthours
2023-03-31,GCPD,"Public Utility District No. 2 of Grant County, Washington",D,Demand,Eastern,Eastern,15709,megawatthours
2023-03-31,GCPD,"Public Utility District No. 2 of Grant County, Washington",D,Demand,Mountain,Mountain,15743,megawatthours
2023-03-31,GCPD,"Public Utility District No. 2 of Grant County, Washington",D,Demand,Pacific,Pacific,15759,megawatthours
2023-03-31,GVL,Gainesville Regional Utilities,D,Demand,Arizona,Arizona,5008,megawatthours
2023-03-31,GVL,Gainesville Regional Utilities,D,Demand,Central,Central,4977,megawatthours
2023-03-31,GVL,Gainesville Regional Utilities,D,Demand,Eastern,Eastern,4957,megawatthours
2023-03-31,GVL,Gainesville Regional Utilities,D,Demand,Mountain,Mountain,4994,megawatthours
2023-03-31,GVL,Gainesville Regional Utilities,D,Demand,Pacific,Pacific,5008,megawatthours
2023-03-31,HST,City of Homestead,D,Demand,Arizona,Arizona,1610,megawatthours
2023-03-31,HST,City of Homestead,D,Demand,Central,Central,1607,megawatthours
2023-03-31,HST,City of Homestead,D,Demand,Eastern,Eastern,1604,megawatthours
2023-03-31,HST,City of Homestead,D,Demand,Mountain,Mountain,1609,megawatthours
2023-03-31,HST,City of Homestead,D,Demand,Pacific,Pacific,1610,megawatthours
2023-03-31,IID,Imperial Irrigation District,D,Demand,Arizona,Arizona,6946,megawatthours
2023-03-31,IID,Imperial Irrigation District,D,Demand,Central,Central,6939,megawatthours
2023-03-31,IID,Imperial Irrigation District,D,Demand,Eastern,Eastern,6943,megawatthours
2023-03-31,IID,Imperial Irrigation District,D,Demand,Mountain,Mountain,6937,megawatthours
2023-03-31,IID,Imperial Irrigation District,D,Demand,Pacific,Pacific,6946,megawatthours
2023-03-31,IPCO,Idaho Power Company,D,Demand,Arizona,Arizona,43520,megawatthours
2023-03-31,IPCO,Idaho Power Company,D,Demand,Central,Central,43630,megawatthours
2023-03-31,IPCO,Idaho Power Company,D,Demand,Eastern,Eastern,43691,megawatthours
2023-03-31,IPCO,Idaho Power Company,D,Demand,Mountain,Mountain,43578,megawatthours
2023-03-31,IPCO,Idaho Power Company,D,Demand,Pacific,Pacific,43520,megawatthours
2023-03-31,ISNE,ISO New England,D,Demand,Arizona,Arizona,291823,megawatthours
2023-03-31,ISNE,ISO New England,D,Demand,Central,Central,294247,megawatthours
2023-03-31,ISNE,ISO New England,D,Demand,Eastern,Eastern,295304,megawatthours
2023-03-31,AECI,"Associated Electric Cooperative, Inc.",D,Demand,Arizona,Arizona,52158,megawatthours
2023-03-31,AECI,"Associated Electric Cooperative, Inc.",D,Demand,Central,Central,52263,megawatthours
2023-03-31,AVA,Avista Corporation,D,Demand,Pacific,Pacific,35587,megawatthours
2023-03-31,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,68478,megawatthours
2023-03-31,AECI,"Associated Electric Cooperative, Inc.",D,Demand,Eastern,Eastern,52330,megawatthours
2023-03-31,AZPS,Arizona Public Service Company,D,Demand,Arizona,Arizona,68478,megawatthours
2023-03-31,AECI,"Associated Electric Cooperative, Inc.",D,Demand,Mountain,Mountain,52204,megawatthours
2023-03-31,AECI,"Associated Electric Cooperative, Inc.",D,Demand,Pacific,Pacific,52158,megawatthours
2023-03-31,AVA,Avista Corporation,D,Demand,Arizona,Arizona,35587,megawatthours
2023-03-31,AVA,Avista Corporation,D,Demand,Central,Central,35572,megawatthours
2023-03-31,AZPS,Arizona Public Service Company,D,Demand,Eastern,Eastern,68705,megawatthours
2023-03-31,AVA,Avista Corporation,D,Demand,Eastern,Eastern,35484,megawatthours
2023-03-31,AVA,Avista Corporation,D,Demand,Mountain,Mountain,35572,megawatthours
2023-03-31,AZPS,Arizona Public Service Company,D,Demand,Central,Central,68583,megawatthours
2023-03-31,AZPS,Arizona Public Service Company,D,Demand,Mountain,Mountain,68517,megawatthours
2023-03-31,BANC,Balancing Authority of Northern California,D,Demand,Arizona,Arizona,41286,megawatthours
2023-03-31,BANC,Balancing Authority of Northern California,D,Demand,Central,Central,41369,megawatthours
2023-03-31,BANC,Balancing Authority of Northern California,D,Demand,Eastern,Eastern,41448,megawatthours
2023-03-31,BANC,Balancing Authority of Northern California,D,Demand,Mountain,Mountain,41320,megawatthours
2023-03-31,BANC,Balancing Authority of Northern California,D,Demand,Pacific,Pacific,41286,megawatthours
2023-03-31,BPAT,Bonneville Power Administration,D,Demand,Arizona,Arizona,166456,megawatthours
2023-03-31,BPAT,Bonneville Power Administration,D,Demand,Central,Central,165931,megawatthours
2023-03-31,BPAT,Bonneville Power Administration,D,Demand,Eastern,Eastern,165623,megawatthours
