date,datatype,station,attributes,value
2023-01-25T00:00:00,TMAX,GHCND:USW00094789,",,W,2400",111
2023-01-26T00:00:00,TMAX,GHCND:USC00280907,",,7,0700",100
2023-01-26T00:00:00,TMAX,GHCND:USC00281335,",,7,0700",139
2023-01-26T00:00:00,TMAX,GHCND:USC00283704,",,7,0700",133
2023-01-26T00:00:00,TMAX,GHCND:USC00284987,",,7,0630",128
2023-01-26T00:00:00,TMAX,GHCND:USC00301309,",,7,0700",128
2023-01-26T00:00:00,TMAX,GHCND:USC00308577,",,7,0800",122
2023-01-26T00:00:00,TMAX,GHCND:USC00309580,",,7,",67
2023-01-26T00:00:00,TMAX,GHCND:USW00014732,",,W,2400",122
2023-01-26T00:00:00,TMAX,GHCND:USW00014734,",,W,2400",144
2023-01-26T00:00:00,TMAX,GHCND:USW00054743,",,W,",139
2023-01-26T00:00:00,TMAX,GHCND:USW00054787,",,W,",128
2023-01-26T00:00:00,TMAX,GHCND:USW00094728,",,W,2400",139
2023-01-26T00:00:00,TMAX,GHCND:USW00094741,",,W,",133
2023-01-26T00:00:00,TMAX,GHCND:USW00094745,",,W,2400",122
2023-01-26T00:00:00,TMAX,GHCND:USW00094789,",,W,2400",111
2023-01-27T00:00:00,TMAX,GHCND:USC00280907,",,7,0700",56
2023-01-27T00:00:00,TMAX,GHCND:USC00281335,",,7,0700",61
2023-01-27T00:00:00,TMAX,GHCND:USC00283704,",,7,0700",67
2023-01-27T00:00:00,TMAX,GHCND:USC00284987,",,7,0630",78
2023-01-27T00:00:00,TMAX,GHCND:USC00301309,",,7,0700",67
2023-01-27T00:00:00,TMAX,GHCND:USC00308577,",,7,0800",67
2023-01-27T00:00:00,TMAX,GHCND:USC00309580,",,7,",67
2023-01-27T00:00:00,TMAX,GHCND:USW00014732,",,W,2400",67
2023-01-27T00:00:00,TMAX,GHCND:USW00014734,",,W,2400",72
2023-01-27T00:00:00,TMAX,GHCND:USW00054743,",,W,",56
2023-01-27T00:00:00,TMAX,GHCND:USW00054787,",,W,",72
2023-01-27T00:00:00,TMAX,GHCND:USW00094728,",,W,2400",67
2023-01-27T00:00:00,TMAX,GHCND:USW00094741,",,W,",72
2023-01-27T00:00:00,TMAX,GHCND:USW00094745,",,W,2400",50
2023-01-27T00:00:00,TMAX,GHCND:USW00094789,",,W,2400",61
2023-01-28T00:00:00,TMAX,GHCND:USC00280907,",,7,0700",39
2023-01-28T00:00:00,TMAX,GHCND:USC00281335,",,7,0700",67
2023-01-28T00:00:00,TMAX,GHCND:USC00283704,",,7,0700",61
2023-01-28T00:00:00,TMAX,GHCND:USC00284987,",,7,0630",61
2023-01-28T00:00:00,TMAX,GHCND:USC00301309,",,7,0700",50
2023-01-28T00:00:00,TMAX,GHCND:USC00308577,",,7,0800",61
2023-01-28T00:00:00,TMAX,GHCND:USC00309580,",,7,",117
2023-01-28T00:00:00,TMAX,GHCND:USW00014732,",,W,2400",111
2023-01-28T00:00:00,TMAX,GHCND:USW00014734,",,W,2400",128
2023-01-28T00:00:00,TMAX,GHCND:USW00054743,",,W,",111
2023-01-28T00:00:00,TMAX,GHCND:USW00054787,",,W,",111
2023-01-28T00:00:00,TMAX,GHCND:USW00094728,",,W,2400",111
2023-01-28T00:00:00,TMAX,GHCND:USW00094741,",,W,",106
2023-01-28T00:00:00,TMAX,GHCND:USW00094745,",,W,2400",106
2023-01-28T00:00:00,TMAX,GHCND:USW00094789,",,W,2400",117
2023-01-29T00:00:00,TMAX,GHCND:USC00280907,",,7,0700",94
2023-01-29T00:00:00,TMAX,GHCND:USC00281335,",,7,0700",111
2023-01-29T00:00:00,TMAX,GHCND:USC00283704,",,7,0700",111
2023-01-29T00:00:00,TMAX,GHCND:USC00284987,",,7,0630",117
2023-01-29T00:00:00,TMAX,GHCND:USC00301309,",,7,0700",106
2023-01-29T00:00:00,TMAX,GHCND:USC00308577,",,7,0800",100
2023-01-29T00:00:00,TMAX,GHCND:USC00309580,",,7,",122
2023-01-29T00:00:00,TMAX,GHCND:USW00014732,",,W,2400",117
2023-01-29T00:00:00,TMAX,GHCND:USW00014734,",,W,2400",122
2023-01-29T00:00:00,TMAX,GHCND:USW00054743,",,W,",111
2023-01-29T00:00:00,TMAX,GHCND:USW00054787,",,W,",94
2023-01-29T00:00:00,TMAX,GHCND:USW00094728,",,W,2400",117
2023-01-29T00:00:00,TMAX,GHCND:USW00094741,",,W,",111
2023-01-29T00:00:00,TMAX,GHCND:USW00094745,",,W,2400",94
2023-01-29T00:00:00,TMAX,GHCND:USW00094789,",,W,2400",83
2023-01-30T00:00:00,TMAX,GHCND:USC00280907,",,7,0700",89
2023-01-30T00:00:00,TMAX,GHCND:USC00281335,",,7,0700",111
2023-01-30T00:00:00,TMAX,GHCND:USC00283704,",,7,0700",117
2023-01-30T00:00:00,TMAX,GHCND:USC00284987,",,7,0630",117
2023-01-30T00:00:00,TMAX,GHCND:USC00301309,",,7,0700",100
2023-01-30T00:00:00,TMAX,GHCND:USC00308577,",,7,0800",100
2023-01-30T00:00:00,TMAX,GHCND:USC00309580,",,7,",122
2023-01-30T00:00:00,TMAX,GHCND:USW00014732,",,W,2400",122
2023-01-30T00:00:00,TMAX,GHCND:USW00014734,",,W,2400",139
2023-01-30T00:00:00,TMAX,GHCND:USW00054743,",,W,",128
2023-01-30T00:00:00,TMAX,GHCND:USW00054787,",,W,",117
2023-01-30T00:00:00,TMAX,GHCND:USW00094728,",,W,2400",128
2023-01-30T00:00:00,TMAX,GHCND:USW00094741,",,W,",117
2023-01-30T00:00:00,TMAX,GHCND:USW00094745,",,W,2400",117
2023-01-30T00:00:00,TMAX,GHCND:USW00094789,",,W,2400",111
2023-01-31T00:00:00,TMAX,GHCND:USC00280907,",,7,0700",117
2023-01-31T00:00:00,TMAX,GHCND:USC00281335,",,7,0700",133
2023-01-31T00:00:00,TMAX,GHCND:USC00283704,",,7,0700",122
2023-01-31T00:00:00,TMAX,GHCND:USC00284987,",,7,0630",117
2023-01-31T00:00:00,TMAX,GHCND:USC00301309,",,7,0700",122
2023-01-31T00:00:00,TMAX,GHCND:USC00308577,",,7,0800",117
2023-01-31T00:00:00,TMAX,GHCND:USC00309580,",,7,",89
2023-01-31T00:00:00,TMAX,GHCND:USW00014732,",,W,2400",100
2023-01-31T00:00:00,TMAX,GHCND:USW00014734,",,W,2400",94
2023-01-31T00:00:00,TMAX,GHCND:USW00054743,",,W,",78
2023-01-31T00:00:00,TMAX,GHCND:USW00054787,",,W,",67
2023-01-31T00:00:00,TMAX,GHCND:USW00094728,",,W,2400",100
2023-01-31T00:00:00,TMAX,GHCND:USW00094741,",,W,",89
2023-01-31T00:00:00,TMAX,GHCND:USW00094745,",,W,2400",78
2023-01-31T00:00:00,TMAX,GHCND:USW00094789,",,W,2400",72
