period,respondent,respondent-name,type,type-name,timezone,timezone-description,value,value-units
2023-04-04,TEX,Texas,D,Demand,Eastern,Eastern,1190250,megawatthours
2023-04-04,TEX,Texas,D,Demand,Mountain,Mountain,1189026,megawatthours
2023-04-04,TEX,Texas,D,Demand,Pacific,Pacific,1189088,megawatthours
2023-04-04,TIDC,Turlock Irrigation District,D,Demand,Arizona,Arizona,6601,megawatthours
2023-04-04,TIDC,Turlock Irrigation District,D,Demand,Central,Central,6605,megawatthours
2023-04-04,TIDC,Turlock Irrigation District,D,Demand,Eastern,Eastern,6609,megawatthours
2023-04-04,TIDC,Turlock Irrigation District,D,Demand,Mountain,Mountain,6602,megawatthours
2023-04-04,TIDC,Turlock Irrigation District,D,Demand,Pacific,Pacific,6601,megawatthours
2023-04-04,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",D,Demand,Arizona,Arizona,14918,megawatthours
2023-04-04,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",D,Demand,Central,Central,14935,megawatthours
2023-04-04,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",D,Demand,Eastern,Eastern,14943,megawatthours
2023-04-04,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",D,Demand,Mountain,Mountain,14926,megawatthours
2023-04-04,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",D,Demand,Pacific,Pacific,14918,megawatthours
2023-04-04,TVA,Tennessee Valley Authority,D,Demand,Arizona,Arizona,407750,megawatthours
2023-04-04,TVA,Tennessee Valley Authority,D,Demand,Central,Central,404827,megawatthours
2023-04-04,TVA,Tennessee Valley Authority,D,Demand,Eastern,Eastern,402663,megawatthours
2023-04-04,TVA,Tennessee Valley Authority,D,Demand,Mountain,Mountain,406432,megawatthours
2023-04-04,TVA,Tennessee Valley Authority,D,Demand,Pacific,Pacific,407750,megawatthours
2023-04-04,US48,United States Lower 48,D,Demand,Arizona,Arizona,10491726,megawatthours
2023-04-04,US48,United States Lower 48,D,Demand,Central,Central,10476809,megawatthours
2023-04-04,US48,United States Lower 48,D,Demand,Eastern,Eastern,10469240,megawatthours
2023-04-04,US48,United States Lower 48,D,Demand,Mountain,Mountain,10484398,megawatthours
2023-04-04,US48,United States Lower 48,D,Demand,Pacific,Pacific,10491726,megawatthours
2023-04-04,WACM,Western Area Power Administration - Rocky Mountain Region,D,Demand,Arizona,Arizona,88069,megawatthours
2023-04-04,WACM,Western Area Power Administration - Rocky Mountain Region,D,Demand,Central,Central,87638,megawatthours
2023-04-04,WACM,Western Area Power Administration - Rocky Mountain Region,D,Demand,Eastern,Eastern,87512,megawatthours
2023-04-04,WACM,Western Area Power Administration - Rocky Mountain Region,D,Demand,Mountain,Mountain,87831,megawatthours
2023-04-04,WACM,Western Area Power Administration - Rocky Mountain Region,D,Demand,Pacific,Pacific,88069,megawatthours
2023-04-04,WALC,Western Area Power Administration - Desert Southwest Region,D,Demand,Arizona,Arizona,23755,megawatthours
2023-04-04,WALC,Western Area Power Administration - Desert Southwest Region,D,Demand,Central,Central,23680,megawatthours
2023-04-04,WALC,Western Area Power Administration - Desert Southwest Region,D,Demand,Eastern,Eastern,23646,megawatthours
2023-04-04,WALC,Western Area Power Administration - Desert Southwest Region,D,Demand,Mountain,Mountain,23716,megawatthours
2023-04-04,WALC,Western Area Power Administration - Desert Southwest Region,D,Demand,Pacific,Pacific,23755,megawatthours
2023-04-04,WAUW,Western Area Power Administration - Upper Great Plains West,D,Demand,Arizona,Arizona,1623,megawatthours
2023-04-04,WAUW,Western Area Power Administration - Upper Great Plains West,D,Demand,Central,Central,1636,megawatthours
2023-04-04,WAUW,Western Area Power Administration - Upper Great Plains West,D,Demand,Eastern,Eastern,1647,megawatthours
2023-04-04,WAUW,Western Area Power Administration - Upper Great Plains West,D,Demand,Mountain,Mountain,1626,megawatthours
2023-04-04,WAUW,Western Area Power Administration - Upper Great Plains West,D,Demand,Pacific,Pacific,1623,megawatthours
2023-04-04,AECI,"Associated Electric Cooperative, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,55555,megawatthours
2023-04-04,AECI,"Associated Electric Cooperative, Inc.",DF,Day-ahead demand forecast,Central,Central,55322,megawatthours
2023-04-04,AECI,"Associated Electric Cooperative, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,55180,megawatthours
2023-04-04,AECI,"Associated Electric Cooperative, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,55456,megawatthours
2023-04-04,AECI,"Associated Electric Cooperative, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,55555,megawatthours
2023-04-04,AVA,Avista Corporation,DF,Day-ahead demand forecast,Arizona,Arizona,38687,megawatthours
2023-04-04,AVA,Avista Corporation,DF,Day-ahead demand forecast,Central,Central,38715,megawatthours
2023-04-04,AVA,Avista Corporation,DF,Day-ahead demand forecast,Eastern,Eastern,38730,megawatthours
2023-04-04,AVA,Avista Corporation,DF,Day-ahead demand forecast,Mountain,Mountain,38703,megawatthours
2023-04-04,AVA,Avista Corporation,DF,Day-ahead demand forecast,Pacific,Pacific,38687,megawatthours
2023-04-04,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Arizona,Arizona,70658,megawatthours
2023-04-04,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Central,Central,70203,megawatthours
2023-04-04,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Eastern,Eastern,69997,megawatthours
2023-04-04,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Mountain,Mountain,70420,megawatthours
2023-04-04,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Pacific,Pacific,70658,megawatthours
2023-04-04,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,Arizona,Arizona,41857,megawatthours
2023-04-04,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,Central,Central,41882,megawatthours
2023-04-04,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,Eastern,Eastern,41893,megawatthours
2023-04-04,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,Mountain,Mountain,41868,megawatthours
2023-04-04,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,Pacific,Pacific,41857,megawatthours
2023-04-04,BPAT,Bonneville Power Administration,DF,Day-ahead demand forecast,Arizona,Arizona,169625,megawatthours
2023-04-04,BPAT,Bonneville Power Administration,DF,Day-ahead demand forecast,Central,Central,169707,megawatthours
2023-04-04,BPAT,Bonneville Power Administration,DF,Day-ahead demand forecast,Eastern,Eastern,169732,megawatthours
2023-04-04,BPAT,Bonneville Power Administration,DF,Day-ahead demand forecast,Mountain,Mountain,169675,megawatthours
2023-04-04,BPAT,Bonneville Power Administration,DF,Day-ahead demand forecast,Pacific,Pacific,169625,megawatthours
2023-04-04,CAL,California,DF,Day-ahead demand forecast,Arizona,Arizona,647405,megawatthours
2023-04-04,CAL,California,DF,Day-ahead demand forecast,Central,Central,646614,megawatthours
2023-04-04,CAL,California,DF,Day-ahead demand forecast,Eastern,Eastern,646251,megawatthours
2023-04-04,CAL,California,DF,Day-ahead demand forecast,Mountain,Mountain,647015,megawatthours
2023-04-04,CAL,California,DF,Day-ahead demand forecast,Pacific,Pacific,647405,megawatthours
2023-04-04,CAR,Carolinas,DF,Day-ahead demand forecast,Arizona,Arizona,532807,megawatthours
2023-04-04,CAR,Carolinas,DF,Day-ahead demand forecast,Central,Central,531112,megawatthours
2023-04-04,CAR,Carolinas,DF,Day-ahead demand forecast,Eastern,Eastern,529694,megawatthours
2023-04-04,CAR,Carolinas,DF,Day-ahead demand forecast,Mountain,Mountain,532105,megawatthours
2023-04-04,CAR,Carolinas,DF,Day-ahead demand forecast,Pacific,Pacific,532807,megawatthours
2023-04-04,CENT,Central,DF,Day-ahead demand forecast,Arizona,Arizona,746276,megawatthours
2023-04-04,CENT,Central,DF,Day-ahead demand forecast,Central,Central,746674,megawatthours
2023-04-04,CENT,Central,DF,Day-ahead demand forecast,Eastern,Eastern,744664,megawatthours
2023-04-04,CENT,Central,DF,Day-ahead demand forecast,Mountain,Mountain,746480,megawatthours
2023-04-04,CENT,Central,DF,Day-ahead demand forecast,Pacific,Pacific,746276,megawatthours
2023-04-04,CHPD,Public Utility District No. 1 of Chelan County,DF,Day-ahead demand forecast,Arizona,Arizona,5577,megawatthours
2023-04-04,CHPD,Public Utility District No. 1 of Chelan County,DF,Day-ahead demand forecast,Central,Central,5587,megawatthours
2023-04-04,CHPD,Public Utility District No. 1 of Chelan County,DF,Day-ahead demand forecast,Eastern,Eastern,5594,megawatthours
2023-04-04,CHPD,Public Utility District No. 1 of Chelan County,DF,Day-ahead demand forecast,Mountain,Mountain,5582,megawatthours
2023-04-04,CHPD,Public Utility District No. 1 of Chelan County,DF,Day-ahead demand forecast,Pacific,Pacific,5577,megawatthours
2023-04-04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Arizona,Arizona,532843,megawatthours
2023-04-04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Central,Central,532129,megawatthours
2023-04-04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Eastern,Eastern,531817,megawatthours
2023-04-04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Mountain,Mountain,532488,megawatthours
2023-04-04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Pacific,Pacific,532843,megawatthours
2023-04-04,CPLE,Duke Energy Progress East,DF,Day-ahead demand forecast,Arizona,Arizona,143537,megawatthours
2023-04-04,CPLE,Duke Energy Progress East,DF,Day-ahead demand forecast,Central,Central,142977,megawatthours
2023-04-04,CPLE,Duke Energy Progress East,DF,Day-ahead demand forecast,Eastern,Eastern,142501,megawatthours
2023-04-04,CPLE,Duke Energy Progress East,DF,Day-ahead demand forecast,Mountain,Mountain,143304,megawatthours
2023-04-04,CPLE,Duke Energy Progress East,DF,Day-ahead demand forecast,Pacific,Pacific,143537,megawatthours
2023-04-04,CPLW,Duke Energy Progress West,DF,Day-ahead demand forecast,Arizona,Arizona,12382,megawatthours
2023-04-04,CPLW,Duke Energy Progress West,DF,Day-ahead demand forecast,Central,Central,12439,megawatthours
2023-04-04,CPLW,Duke Energy Progress West,DF,Day-ahead demand forecast,Eastern,Eastern,12445,megawatthours
2023-04-04,CPLW,Duke Energy Progress West,DF,Day-ahead demand forecast,Mountain,Mountain,12415,megawatthours
2023-04-04,CPLW,Duke Energy Progress West,DF,Day-ahead demand forecast,Pacific,Pacific,12382,megawatthours
2023-04-04,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,Arizona,Arizona,5622,megawatthours
2023-04-04,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,Central,Central,5606,megawatthours
2023-04-04,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,Eastern,Eastern,5598,megawatthours
2023-04-04,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,Mountain,Mountain,5614,megawatthours
2023-04-04,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,Pacific,Pacific,5622,megawatthours
2023-04-04,DUK,Duke Energy Carolinas,DF,Day-ahead demand forecast,Arizona,Arizona,258553,megawatthours
2023-04-04,DUK,Duke Energy Carolinas,DF,Day-ahead demand forecast,Central,Central,257586,megawatthours
2023-04-04,DUK,Duke Energy Carolinas,DF,Day-ahead demand forecast,Eastern,Eastern,256840,megawatthours
2023-04-04,DUK,Duke Energy Carolinas,DF,Day-ahead demand forecast,Mountain,Mountain,258137,megawatthours
2023-04-04,DUK,Duke Energy Carolinas,DF,Day-ahead demand forecast,Pacific,Pacific,258553,megawatthours
2023-04-04,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,Arizona,Arizona,18251,megawatthours
2023-04-04,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,Central,Central,18269,megawatthours
2023-04-04,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,Eastern,Eastern,18326,megawatthours
2023-04-04,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,Mountain,Mountain,18256,megawatthours
2023-04-04,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,Pacific,Pacific,18251,megawatthours
2023-04-04,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1196245,megawatthours
2023-04-04,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1198150,megawatthours
2023-04-04,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1197728,megawatthours
2023-04-04,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1197504,megawatthours
2023-04-04,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1196245,megawatthours
2023-04-04,FLA,Florida,DF,Day-ahead demand forecast,Arizona,Arizona,717743,megawatthours
2023-04-04,FLA,Florida,DF,Day-ahead demand forecast,Central,Central,716237,megawatthours
2023-04-04,FLA,Florida,DF,Day-ahead demand forecast,Eastern,Eastern,715106,megawatthours
2023-04-04,FLA,Florida,DF,Day-ahead demand forecast,Mountain,Mountain,717128,megawatthours
2023-04-04,FLA,Florida,DF,Day-ahead demand forecast,Pacific,Pacific,717743,megawatthours
2023-04-04,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,Arizona,Arizona,56540,megawatthours
2023-04-04,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,Central,Central,56637,megawatthours
2023-04-04,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,Eastern,Eastern,56694,megawatthours
2023-04-04,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,Mountain,Mountain,56586,megawatthours
2023-04-04,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,Pacific,Pacific,56540,megawatthours
2023-04-04,FPC,"Duke Energy Florida, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,129710,megawatthours
2023-04-04,FPC,"Duke Energy Florida, Inc.",DF,Day-ahead demand forecast,Central,Central,129274,megawatthours
2023-04-04,FPC,"Duke Energy Florida, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,129025,megawatthours
2023-04-04,FPC,"Duke Energy Florida, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,129499,megawatthours
2023-04-04,FPC,"Duke Energy Florida, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,129710,megawatthours
2023-04-04,FPL,Florida Power & Light Co.,DF,Day-ahead demand forecast,Arizona,Arizona,412317,megawatthours
2023-04-04,FPL,Florida Power & Light Co.,DF,Day-ahead demand forecast,Central,Central,411701,megawatthours
2023-04-04,FPL,Florida Power & Light Co.,DF,Day-ahead demand forecast,Eastern,Eastern,411072,megawatthours
2023-04-04,FPL,Florida Power & Light Co.,DF,Day-ahead demand forecast,Mountain,Mountain,412135,megawatthours
2023-04-04,FPL,Florida Power & Light Co.,DF,Day-ahead demand forecast,Pacific,Pacific,412317,megawatthours
2023-04-04,GCPD,"Public Utility District No. 2 of Grant County, Washington",DF,Day-ahead demand forecast,Arizona,Arizona,15488,megawatthours
2023-04-04,GCPD,"Public Utility District No. 2 of Grant County, Washington",DF,Day-ahead demand forecast,Central,Central,15502,megawatthours
2023-04-04,GCPD,"Public Utility District No. 2 of Grant County, Washington",DF,Day-ahead demand forecast,Eastern,Eastern,15510,megawatthours
2023-04-04,GCPD,"Public Utility District No. 2 of Grant County, Washington",DF,Day-ahead demand forecast,Mountain,Mountain,15495,megawatthours
2023-04-04,GCPD,"Public Utility District No. 2 of Grant County, Washington",DF,Day-ahead demand forecast,Pacific,Pacific,15488,megawatthours
2023-04-04,GVL,Gainesville Regional Utilities,DF,Day-ahead demand forecast,Arizona,Arizona,4039,megawatthours
2023-04-04,GVL,Gainesville Regional Utilities,DF,Day-ahead demand forecast,Central,Central,4042,megawatthours
2023-04-04,GVL,Gainesville Regional Utilities,DF,Day-ahead demand forecast,Eastern,Eastern,4045,megawatthours
2023-04-04,GVL,Gainesville Regional Utilities,DF,Day-ahead demand forecast,Mountain,Mountain,4040,megawatthours
2023-04-04,GVL,Gainesville Regional Utilities,DF,Day-ahead demand forecast,Pacific,Pacific,4039,megawatthours
2023-04-04,HST,City of Homestead,DF,Day-ahead demand forecast,Arizona,Arizona,1841,megawatthours
2023-04-04,HST,City of Homestead,DF,Day-ahead demand forecast,Central,Central,1842,megawatthours
2023-04-04,HST,City of Homestead,DF,Day-ahead demand forecast,Eastern,Eastern,1844,megawatthours
2023-04-04,HST,City of Homestead,DF,Day-ahead demand forecast,Mountain,Mountain,1841,megawatthours
2023-04-04,HST,City of Homestead,DF,Day-ahead demand forecast,Pacific,Pacific,1841,megawatthours
2023-04-04,IID,Imperial Irrigation District,DF,Day-ahead demand forecast,Arizona,Arizona,7075,megawatthours
2023-04-04,IID,Imperial Irrigation District,DF,Day-ahead demand forecast,Central,Central,7065,megawatthours
2023-04-04,IID,Imperial Irrigation District,DF,Day-ahead demand forecast,Eastern,Eastern,7060,megawatthours
2023-04-04,IID,Imperial Irrigation District,DF,Day-ahead demand forecast,Mountain,Mountain,7070,megawatthours
2023-04-04,IID,Imperial Irrigation District,DF,Day-ahead demand forecast,Pacific,Pacific,7075,megawatthours
2023-04-04,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,Arizona,Arizona,47483,megawatthours
2023-04-04,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,Central,Central,47517,megawatthours
2023-04-04,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,Eastern,Eastern,47512,megawatthours
2023-04-04,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,Mountain,Mountain,47520,megawatthours
2023-04-04,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,Pacific,Pacific,47483,megawatthours
2023-04-04,ISNE,ISO New England,DF,Day-ahead demand forecast,Arizona,Arizona,265440,megawatthours
2023-04-04,ISNE,ISO New England,DF,Day-ahead demand forecast,Central,Central,266390,megawatthours
2023-04-04,ISNE,ISO New England,DF,Day-ahead demand forecast,Eastern,Eastern,266870,megawatthours
2023-04-04,ISNE,ISO New England,DF,Day-ahead demand forecast,Mountain,Mountain,265950,megawatthours
2023-04-04,ISNE,ISO New England,DF,Day-ahead demand forecast,Pacific,Pacific,265440,megawatthours
2023-04-04,JEA,JEA,DF,Day-ahead demand forecast,Arizona,Arizona,36390,megawatthours
2023-04-04,JEA,JEA,DF,Day-ahead demand forecast,Central,Central,36187,megawatthours
2023-04-04,JEA,JEA,DF,Day-ahead demand forecast,Eastern,Eastern,36077,megawatthours
2023-04-04,JEA,JEA,DF,Day-ahead demand forecast,Mountain,Mountain,36287,megawatthours
2023-04-04,JEA,JEA,DF,Day-ahead demand forecast,Pacific,Pacific,36390,megawatthours
2023-04-04,LDWP,Los Angeles Department of Water and Power,DF,Day-ahead demand forecast,Arizona,Arizona,59029,megawatthours
2023-04-04,LDWP,Los Angeles Department of Water and Power,DF,Day-ahead demand forecast,Central,Central,58938,megawatthours
2023-04-04,LDWP,Los Angeles Department of Water and Power,DF,Day-ahead demand forecast,Eastern,Eastern,58879,megawatthours
2023-04-04,LDWP,Los Angeles Department of Water and Power,DF,Day-ahead demand forecast,Mountain,Mountain,58989,megawatthours
2023-04-04,LDWP,Los Angeles Department of Water and Power,DF,Day-ahead demand forecast,Pacific,Pacific,59029,megawatthours
2023-04-04,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,DF,Day-ahead demand forecast,Arizona,Arizona,84612,megawatthours
2023-04-04,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,DF,Day-ahead demand forecast,Central,Central,83623,megawatthours
2023-04-04,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,DF,Day-ahead demand forecast,Eastern,Eastern,83361,megawatthours
2023-04-04,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,DF,Day-ahead demand forecast,Mountain,Mountain,84140,megawatthours
2023-04-04,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,DF,Day-ahead demand forecast,Pacific,Pacific,84612,megawatthours
2023-04-04,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,Arizona,Arizona,1924775,megawatthours
2023-04-04,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,Central,Central,1928100,megawatthours
2023-04-04,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,Eastern,Eastern,1929077,megawatthours
2023-04-04,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,Mountain,Mountain,1926703,megawatthours
2023-04-04,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,Pacific,Pacific,1924775,megawatthours
2023-04-04,MIDW,Midwest,DF,Day-ahead demand forecast,Arizona,Arizona,1891008,megawatthours
2023-04-04,MIDW,Midwest,DF,Day-ahead demand forecast,Central,Central,1885765,megawatthours
2023-04-04,MIDW,Midwest,DF,Day-ahead demand forecast,Eastern,Eastern,1881790,megawatthours
2023-04-04,MIDW,Midwest,DF,Day-ahead demand forecast,Mountain,Mountain,1888403,megawatthours
2023-04-04,MIDW,Midwest,DF,Day-ahead demand forecast,Pacific,Pacific,1891008,megawatthours
2023-04-04,MISO,"Midcontinent Independent System Operator, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1750841,megawatthours
2023-04-04,MISO,"Midcontinent Independent System Operator, Inc.",DF,Day-ahead demand forecast,Central,Central,1746820,megawatthours
2023-04-04,MISO,"Midcontinent Independent System Operator, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1743249,megawatthours
2023-04-04,MISO,"Midcontinent Independent System Operator, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1748807,megawatthours
2023-04-04,MISO,"Midcontinent Independent System Operator, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1750841,megawatthours
2023-04-04,NE,New England,DF,Day-ahead demand forecast,Arizona,Arizona,265440,megawatthours
2023-04-04,NE,New England,DF,Day-ahead demand forecast,Central,Central,266390,megawatthours
2023-04-04,NE,New England,DF,Day-ahead demand forecast,Eastern,Eastern,266870,megawatthours
2023-04-04,NE,New England,DF,Day-ahead demand forecast,Mountain,Mountain,265950,megawatthours
2023-04-04,NE,New England,DF,Day-ahead demand forecast,Pacific,Pacific,265440,megawatthours
2023-04-04,NEVP,Nevada Power Company,DF,Day-ahead demand forecast,Arizona,Arizona,85065,megawatthours
2023-04-04,NEVP,Nevada Power Company,DF,Day-ahead demand forecast,Central,Central,84692,megawatthours
2023-04-04,NEVP,Nevada Power Company,DF,Day-ahead demand forecast,Eastern,Eastern,84534,megawatthours
2023-04-04,NEVP,Nevada Power Company,DF,Day-ahead demand forecast,Mountain,Mountain,84859,megawatthours
2023-04-04,NEVP,Nevada Power Company,DF,Day-ahead demand forecast,Pacific,Pacific,85065,megawatthours
2023-04-04,NW,Northwest,DF,Day-ahead demand forecast,Arizona,Arizona,966348,megawatthours
2023-04-04,NW,Northwest,DF,Day-ahead demand forecast,Central,Central,967218,megawatthours
2023-04-04,NW,Northwest,DF,Day-ahead demand forecast,Eastern,Eastern,966266,megawatthours
2023-04-04,NW,Northwest,DF,Day-ahead demand forecast,Mountain,Mountain,968244,megawatthours
2023-04-04,NW,Northwest,DF,Day-ahead demand forecast,Pacific,Pacific,966348,megawatthours
2023-04-04,NWMT,NorthWestern Corporation,DF,Day-ahead demand forecast,Arizona,Arizona,34296,megawatthours
2023-04-04,NWMT,NorthWestern Corporation,DF,Day-ahead demand forecast,Central,Central,34250,megawatthours
2023-04-04,NWMT,NorthWestern Corporation,DF,Day-ahead demand forecast,Eastern,Eastern,34223,megawatthours
2023-04-04,NWMT,NorthWestern Corporation,DF,Day-ahead demand forecast,Mountain,Mountain,34278,megawatthours
2023-04-04,NWMT,NorthWestern Corporation,DF,Day-ahead demand forecast,Pacific,Pacific,34296,megawatthours
2023-04-04,NY,New York,DF,Day-ahead demand forecast,Arizona,Arizona,362019,megawatthours
2023-04-04,NY,New York,DF,Day-ahead demand forecast,Central,Central,362546,megawatthours
2023-04-04,NY,New York,DF,Day-ahead demand forecast,Eastern,Eastern,362753,megawatthours
2023-04-04,NY,New York,DF,Day-ahead demand forecast,Mountain,Mountain,362298,megawatthours
2023-04-04,NY,New York,DF,Day-ahead demand forecast,Pacific,Pacific,362019,megawatthours
2023-04-04,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,Arizona,Arizona,362019,megawatthours
2023-04-04,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,Central,Central,362546,megawatthours
2023-04-04,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,Eastern,Eastern,362753,megawatthours
2023-04-04,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,Mountain,Mountain,362298,megawatthours
2023-04-04,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,Pacific,Pacific,362019,megawatthours
2023-04-04,PACE,PacifiCorp East,DF,Day-ahead demand forecast,Arizona,Arizona,143962,megawatthours
2023-04-04,PACE,PacifiCorp East,DF,Day-ahead demand forecast,Central,Central,143732,megawatthours
2023-04-04,PACE,PacifiCorp East,DF,Day-ahead demand forecast,Eastern,Eastern,143613,megawatthours
2023-04-04,PACE,PacifiCorp East,DF,Day-ahead demand forecast,Mountain,Mountain,143854,megawatthours
2023-04-04,PACE,PacifiCorp East,DF,Day-ahead demand forecast,Pacific,Pacific,143962,megawatthours
2023-04-04,PACW,PacifiCorp West,DF,Day-ahead demand forecast,Arizona,Arizona,64679,megawatthours
2023-04-04,PACW,PacifiCorp West,DF,Day-ahead demand forecast,Central,Central,64712,megawatthours
2023-04-04,PACW,PacifiCorp West,DF,Day-ahead demand forecast,Eastern,Eastern,64725,megawatthours
2023-04-04,PACW,PacifiCorp West,DF,Day-ahead demand forecast,Mountain,Mountain,64700,megawatthours
2023-04-04,PACW,PacifiCorp West,DF,Day-ahead demand forecast,Pacific,Pacific,64679,megawatthours
2023-04-04,PGE,Portland General Electric Company,DF,Day-ahead demand forecast,Arizona,Arizona,65640,megawatthours
2023-04-04,PGE,Portland General Electric Company,DF,Day-ahead demand forecast,Central,Central,65691,megawatthours
2023-04-04,PGE,Portland General Electric Company,DF,Day-ahead demand forecast,Eastern,Eastern,65721,megawatthours
2023-04-04,PGE,Portland General Electric Company,DF,Day-ahead demand forecast,Mountain,Mountain,65668,megawatthours
2023-04-04,PGE,Portland General Electric Company,DF,Day-ahead demand forecast,Pacific,Pacific,65640,megawatthours
2023-04-04,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Arizona,Arizona,1924775,megawatthours
2023-04-04,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Central,Central,1928100,megawatthours
2023-04-04,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Eastern,Eastern,1929077,megawatthours
2023-04-04,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Mountain,Mountain,1926703,megawatthours
2023-04-04,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Pacific,Pacific,1924775,megawatthours
2023-04-04,PNM,Public Service Company of New Mexico,DF,Day-ahead demand forecast,Arizona,Arizona,35548,megawatthours
2023-04-04,PNM,Public Service Company of New Mexico,DF,Day-ahead demand forecast,Central,Central,35227,megawatthours
2023-04-04,PNM,Public Service Company of New Mexico,DF,Day-ahead demand forecast,Eastern,Eastern,35060,megawatthours
2023-04-04,PNM,Public Service Company of New Mexico,DF,Day-ahead demand forecast,Mountain,Mountain,35388,megawatthours
2023-04-04,PNM,Public Service Company of New Mexico,DF,Day-ahead demand forecast,Pacific,Pacific,35548,megawatthours
2023-04-04,PSCO,Public Service Company of Colorado,DF,Day-ahead demand forecast,Arizona,Arizona,114811,megawatthours
